id,model,year,transmission,mileage,fueltype,mpg,enginesize
7588, Q3,2020,Automatic,1500,Petrol,31.4,2
7589, Q2,2019,Automatic,4000,Petrol,42.2,1.5
7590, Q3,2020,Manual,1200,Petrol,40.9,1.5
7591, Q5,2019,Automatic,6000,Petrol,32.1,2
7592, Q5,2019,Automatic,45,Diesel,39.2,0
7593, A3,2014,Manual,42000,Diesel,74.3,1.6
7594, RS6,2015,Automatic,35000,Petrol,29.4,4
7595, Q3,2017,Manual,14752,Petrol,49.6,1.4
7596, A3,2019,Automatic,7141,Petrol,41.5,1.5
7597, A5,2019,Automatic,12062,Petrol,39.8,2
7598, A5,2019,Automatic,3571,Petrol,39.8,2
7599, A3,2019,Manual,1500,Petrol,47.1,0
7600, Q7,2018,Automatic,48700,Diesel,32.8,3
7601, A5,2020,Automatic,3000,Petrol,40.4,2
7602, A1,2017,Manual,17244,Petrol,56.5,1.4
7603, Q3,2020,Manual,4000,Petrol,40.9,1.5
7604, A3,2014,Manual,50143,Diesel,68.9,2
7605, Q5,2019,Automatic,5689,Petrol,32.1,2
7606, A4,2019,Automatic,14875,Petrol,38.2,2
7607, A3,2019,Manual,3771,Diesel,51.4,1.6
7608, Q3,2019,Automatic,7732,Petrol,32.5,2
7609, A3,2019,Automatic,3565,Petrol,42.2,1.5
7610, A4,2019,Manual,3134,Petrol,38.2,2
7611, A3,2017,Automatic,10891,Diesel,57.7,2
7612, Q3,2020,Automatic,1500,Petrol,31.4,0
7613, Q7,2020,Automatic,1500,Diesel,33.2,3
7614, Q2,2020,Manual,4000,Petrol,43.5,1.5
7615, Q2,2020,Manual,4000,Petrol,43.5,1.5
7616, SQ7,2016,Automatic,25514,Diesel,39.2,4
7617, A5,2019,Automatic,1500,Petrol,39.8,2
7618, A5,2019,Automatic,1500,Petrol,39.8,2
7619, A5,2019,Automatic,1500,Diesel,51.4,2
7620, A6,2015,Automatic,31224,Diesel,50.4,3
7621, Q5,2019,Automatic,11254,Diesel,38.2,2
7622, A4,2019,Automatic,2208,Petrol,39.2,2
7623, A4,2019,Manual,11000,Petrol,39.2,2
7624, A3,2019,Manual,4000,Diesel,51.4,1.6
7625, A3,2017,Automatic,31376,Diesel,57.7,2
7626, A3,2019,Automatic,1500,Petrol,44.1,0
7627, Q3,2020,Automatic,1500,Petrol,31.4,0
7628, Q3,2020,Automatic,1500,Petrol,30.7,0
7629, Q2,2019,Manual,4000,Petrol,43.5,0
7630, Q8,2020,Automatic,1500,Diesel,32.8,3
7631, S4,2020,Automatic,1500,Diesel,39.2,3
7632, A3,2019,Automatic,4000,Petrol,44.1,0
7633, Q2,2020,Manual,1500,Petrol,43.5,0
7634, A6,2019,Automatic,4000,Diesel,39.2,3
7635, A3,2016,Manual,29500,Petrol,57.6,1.4
7636, SQ7,2017,Automatic,42000,Diesel,39.2,4
7637, Q5,2020,Automatic,1500,Petrol,32.1,2
7638, Q3,2016,Automatic,33393,Petrol,47.9,1.4
7639, A5,2019,Automatic,3731,Petrol,39.8,2
7640, Q3,2016,Manual,16978,Diesel,49.6,2
7641, Q3,2017,Automatic,31000,Petrol,47.9,1.4
7642, S4,2020,Automatic,1500,Diesel,39.2,0
7643, Q3,2019,Automatic,4000,Petrol,31.4,0
7644, A5,2019,Automatic,1500,Petrol,39.2,2
7645, SQ5,2019,Automatic,1500,Diesel,34.5,0
7646, A5,2019,Automatic,1500,Petrol,39.8,2
7647, Q3,2020,Manual,1500,Petrol,40.4,1.5
7648, Q3,2020,Automatic,1500,Petrol,40.4,0
7649, Q3,2020,Automatic,1500,Diesel,47.1,2
7650, Q2,2020,Automatic,1500,Petrol,42.2,0
7651, A3,2019,Automatic,1500,Petrol,39.2,2
7652, Q5,2019,Automatic,1500,Diesel,38.2,2
7653, Q3,2017,Automatic,13619,Petrol,47.9,1.4
7654, A6,2015,Automatic,41800,Diesel,67.3,2
7655, A3,2017,Automatic,24000,Petrol,56.5,1.4
7656, Q3,2019,Automatic,7040,Petrol,30.7,2
7657, Q5,2020,Automatic,3000,Diesel,38.2,2
7658, Q5,2020,Automatic,3000,Petrol,32.1,2
7659, A5,2018,Manual,5300,Petrol,48.7,2
7660, Q3,2020,Automatic,1500,Petrol,31.4,0
7661, Q2,2019,Automatic,4000,Petrol,42.2,1.5
7662, A1,2016,Automatic,35500,Petrol,56.5,1.4
7663, Q2,2020,Manual,1500,Petrol,43.5,0
7664, A5,2019,Manual,4000,Petrol,40.4,2
7665, A5,2019,Automatic,4000,Petrol,39.8,2
7666, A5,2019,Automatic,4000,Diesel,51.4,2
7667, Q2,2019,Manual,3635,Petrol,40.9,1.5
7668, Q3,2020,Automatic,1500,Diesel,47.1,0
7669, Q3,2020,Manual,1500,Petrol,40.9,0
7670, Q3,2020,Automatic,1500,Petrol,31.4,0
7671, Q3,2020,Automatic,285,Petrol,30.7,0
7672, TT,2020,Automatic,2500,Petrol,40.9,2
7673, Q3,2020,Automatic,1500,Petrol,31.4,2
7674, Q3,2015,Manual,37182,Diesel,49.6,2
7675, Q3,2017,Manual,30770,Petrol,51.4,1.4
7676, A3,2016,Manual,41502,Diesel,74.3,1.6
7677, Q3,2020,Automatic,1500,Petrol,31.4,0
7678, Q3,2017,Automatic,19000,Petrol,47.9,1.4
7679, Q3,2015,Manual,32850,Diesel,49.6,2
7680, Q3,2017,Automatic,21090,Petrol,40.4,2
7681, Q3,2016,Automatic,49841,Diesel,50.4,2
7682, A3,2014,Manual,22014,Petrol,48.7,1.8
7683, Q3,2019,Manual,3525,Petrol,40.9,1.5
7684, Q3,2019,Manual,3811,Petrol,39.8,1.5
7685, A5,2016,Automatic,48000,Diesel,52.3,2
7686, A4,2014,Automatic,33894,Diesel,47.1,0
7687, A3,2017,Manual,8600,Petrol,60.1,1.4
7688, Q7,2019,Automatic,2086,Diesel,33.2,3
7689, S4,2019,Automatic,4129,Diesel,40.4,0
7690, R8,2014,Automatic,35000,Petrol,21.9,5.2
7691, Q7,2019,Automatic,14495,Diesel,32.8,3
7692, A3,2019,Automatic,13681,Petrol,42.2,1.5
7693, A3,2019,Automatic,14373,Petrol,42.2,1.5
7694, A3,2019,Automatic,14403,Petrol,42.2,1.5
7695, Q3,2020,Manual,1500,Petrol,40.9,0
7696, SQ5,2017,Automatic,24575,Petrol,34,3
7697, A3,2018,Manual,7900,Petrol,47.1,1
7698, Q3,2019,Automatic,10292,Petrol,31.7,2
7699, Q3,2020,Automatic,1330,Petrol,30.7,0
7700, A4,2019,Automatic,4000,Diesel,49.6,2
7701, Q5,2019,Automatic,5225,Petrol,117.7,0
7702, Q2,2019,Manual,4000,Diesel,47.9,1.6
7703, A3,2019,Manual,4000,Petrol,47.1,1
7704, Q7,2019,Automatic,7936,Diesel,33.6,3
7705, RS6,2017,Automatic,22558,Petrol,29.4,4
7706, A5,2019,Automatic,12099,Petrol,39.2,2
7707, A5,2018,Manual,10559,Diesel,64.2,2
7708, Q5,2013,Manual,26996,Petrol,37.7,2
7709, A4,2016,Automatic,28325,Diesel,72.4,2
7710, TT,2020,Automatic,2500,Petrol,34.9,2
7711, S4,2019,Automatic,5600,Diesel,40.9,3
7712, A5,2019,Manual,1325,Petrol,37.7,0
7713, A6,2016,Automatic,28884,Diesel,61.4,2
7714, A4,2017,Manual,21000,Diesel,64.2,2
7715, RS4,2018,Automatic,12500,Petrol,32.1,2.9
7716, A3,2019,Automatic,7145,Diesel,51.4,2
7717, A4,2019,Automatic,3390,Petrol,39.2,2
7718, A5,2019,Automatic,4012,Petrol,40.4,2
7719, S4,2019,Automatic,4900,Diesel,40.4,0
7720, A5,2019,Automatic,3010,Petrol,40.4,2
7721, A5,2019,Automatic,2248,Petrol,39.8,2
7722, A3,2019,Automatic,8176,Diesel,52.3,1.6
7723, TT,2019,Automatic,4690,Petrol,38.7,2
7724, A3,2019,Manual,6081,Diesel,55.4,2
7725, Q2,2019,Manual,4100,Diesel,47.9,1.6
7726, A4,2017,Automatic,29111,Diesel,54.3,3
7727, A3,2019,Automatic,14508,Petrol,42.2,1.5
7728, A5,2015,Automatic,43828,Diesel,53.3,2
7729, SQ5,2020,Automatic,1500,Diesel,34.5,0
7730, Q3,2019,Automatic,5252,Diesel,47.1,2
7731, Q2,2020,Manual,4000,Petrol,43.5,1.5
7732, TT,2020,Automatic,1500,Petrol,40.9,2
7733, Q3,2020,Automatic,4000,Diesel,47.1,0
7734, Q3,2020,Automatic,4000,Petrol,32.5,2
7735, A4,2019,Automatic,9183,Petrol,38.7,2
7736, Q5,2016,Manual,47505,Diesel,47.9,2
7737, A3,2019,Manual,6500,Diesel,54.3,2
7738, Q3,2019,Manual,6500,Diesel,40.9,2
7739, A4,2015,Automatic,35000,Diesel,67.3,2
7740, Q3,2020,Automatic,1500,Petrol,30.7,0
7741, Q3,2020,Automatic,1500,Petrol,31,0
7742, Q2,2019,Manual,1076,Petrol,43.5,0
7743, A5,2016,Manual,33747,Diesel,57.6,2
7744, Q3,2020,Automatic,1500,Diesel,47.1,0
7745, Q7,2019,Automatic,676,Diesel,32.8,3
7746, A4,2017,Manual,36700,Diesel,72.4,2
7747, A3,2019,Automatic,5979,Petrol,42.2,1.5
7748, A5,2012,Automatic,70000,Diesel,58.9,2
7749, Q5,2020,Automatic,1500,Petrol,32.1,0
7750, Q3,2020,Manual,1500,Petrol,40.9,0
7751, A6,2003,Automatic,117000,Diesel,39.8,2.5
7752, A3,2012,Manual,41000,Diesel,64.2,2
7753, A3,2016,Automatic,29047,Diesel,57.6,2
7754, A3,2019,Automatic,15481,Petrol,41.5,1.5
7755, Q3,2017,Automatic,13250,Petrol,40.4,2
7756, A3,2015,Automatic,46181,Diesel,61.4,2
7757, A3,2016,Manual,38738,Petrol,60.1,1.4
7758, Q3,2020,Automatic,1500,Petrol,30.7,2
7759, A4,2017,Manual,27622,Petrol,53.3,1.4
7760, Q2,2019,Automatic,7655,Petrol,40.9,1.5
7761, Q7,2019,Automatic,14573,Diesel,32.8,3
7762, Q3,2015,Manual,55000,Diesel,52.3,2
7763, Q3,2020,Automatic,1500,Petrol,40.9,0
7764, SQ5,2017,Automatic,22216,Petrol,34,3
7765, Q7,2019,Automatic,8917,Diesel,32.1,3
7766, Q3,2015,Manual,69072,Diesel,60.1,2
7767, TT,2016,Manual,27203,Petrol,46.3,1.8
7768, A3,2014,Manual,79283,Diesel,68.9,2
7769, A3,2016,Manual,95856,Diesel,83.1,1.6
7770, A4,2015,Manual,80950,Diesel,64.2,2
7771, A3,2016,Manual,28000,Diesel,83.1,1.6
7772, A3,2017,Semi-Auto,57000,Diesel,72.4,1.6
7773, TT,2009,Manual,77000,Petrol,36.2,2
7774, Q3,2020,Automatic,2700,Petrol,31.4,2
7775, Q5,2016,Automatic,26500,Diesel,47.1,2
7776, Q2,2019,Manual,975,Petrol,43.5,1.5
7777, A1,2015,Manual,45551,Diesel,80.7,1.6
7778, Q7,2014,Automatic,66000,Diesel,38.2,3
7779, Q5,2012,Automatic,50000,Diesel,47.1,2
7780, A6,2016,Manual,47796,Diesel,61.4,2
7781, Q5,2018,Semi-Auto,24000,Diesel,56.5,2
7782, A4,2018,Semi-Auto,17098,Petrol,42.8,2
7783, A1,2017,Manual,22069,Petrol,40.4,2
7784, A6,2016,Manual,34000,Diesel,64.2,2
7785, A4,2018,Manual,13412,Petrol,51.4,1.4
7786, S3,2017,Manual,21000,Petrol,39.8,2
7787, A1,2016,Manual,27000,Petrol,55.4,1.4
7788, A1,2018,Manual,61012,Diesel,76.4,1.6
7789, A5,2014,Automatic,58953,Diesel,58.9,2
7790, A3,2016,Manual,27519,Diesel,70.6,1.6
7791, A1,2016,Manual,32000,Petrol,56.5,1.4
7792, A1,2016,Manual,23100,Petrol,55.4,1.4
7793, Q3,2019,Manual,2772,Petrol,39.8,1.5
7794, A3,2018,Automatic,22494,Diesel,56.5,2
7795, A4,2017,Manual,45500,Diesel,68.9,2
7796, A3,2005,Manual,104000,Petrol,38.1,2
7797, SQ5,2015,Automatic,37306,Diesel,41.5,3
7798, A3,2017,Manual,11800,Diesel,70.6,2
7799, A3,2014,Manual,58409,Petrol,53.3,1.4
7800, A1,2015,Manual,42347,Diesel,74.3,1.6
7801, A4,2016,Manual,57395,Petrol,53.3,1.4
7802, A3,2016,Manual,38670,Diesel,57.6,2
7803, Q5,2012,Manual,40316,Diesel,43.5,2
7804, A3,2015,Manual,60000,Diesel,68.9,2
7805, Q3,2013,Manual,73000,Diesel,54.3,2
7806, Q5,2011,Automatic,92600,Diesel,40.4,2
7807, Q5,2014,Automatic,42427,Diesel,47.1,2
7808, A3,2013,Manual,59305,Diesel,67.3,2
7809, A4,2018,Manual,18867,Diesel,62.8,2
7810, A1,2015,Manual,20639,Petrol,67.3,1
7811, A6,2014,Manual,38854,Diesel,62.8,2
7812, Q3,2014,Manual,62926,Diesel,49.6,2
7813, Q5,2017,Automatic,14475,Diesel,40.4,2
7814, S3,2015,Automatic,37150,Petrol,39.8,2
7815, RS3,2019,Automatic,4550,Petrol,29.7,2.5
7816, A7,2014,Automatic,58732,Diesel,44.8,3
7817, A6,2016,Semi-Auto,64919,Diesel,58.9,2
7818, A3,2015,Manual,41354,Petrol,52.3,1.4
7819, Q3,2019,Manual,6422,Petrol,40.9,1.5
7820, Q2,2018,Manual,18554,Diesel,74.3,1.6
7821, A1,2016,Automatic,8764,Petrol,57.6,1.4
7822, A4,2017,Automatic,11750,Petrol,49.6,1.4
7823, A1,2013,Automatic,24913,Petrol,60.1,1.4
7824, Q3,2017,Manual,31638,Petrol,51.4,1.4
7825, A3,2016,Manual,59800,Diesel,74.3,1.6
7826, A3,2015,Manual,94806,Diesel,65.7,2
7827, A4,2014,Manual,36790,Diesel,61.4,2
7828, Q7,2014,Automatic,47522,Diesel,38.2,3
7829, A3,2015,Semi-Auto,66269,Diesel,57.6,2
7830, A3,2015,Semi-Auto,34987,Petrol,60.1,1.4
7831, A3,2014,Manual,91395,Diesel,68.9,2
7832, Q5,2016,Manual,32673,Diesel,47.9,2
7833, A1,2017,Manual,37746,Petrol,55.4,1.4
7834, A1,2016,Manual,27673,Petrol,67.3,1
7835, A1,2018,Manual,20521,Petrol,47.9,1
7836, A5,2015,Automatic,45104,Diesel,58.9,0
7837, A5,2016,Manual,26237,Diesel,56.5,0
7838, Q3,2017,Manual,16051,Diesel,52.3,0
7839, A1,2015,Manual,27897,Petrol,55.4,1.4
7840, A5,2016,Manual,30748,Diesel,54.3,2
7841, A3,2016,Manual,15011,Petrol,60.1,1.4
7842, A3,2016,Manual,31524,Petrol,60.1,1.4
7843, A6,2016,Manual,29486,Diesel,61.4,2
7844, Q5,2019,Semi-Auto,6150,Diesel,39.2,2
7845, A1,2018,Manual,19500,Petrol,57.7,1.4
7846, A6,2018,Automatic,22000,Petrol,29.4,4
7847, A4,2008,Manual,146604,Diesel,51.4,2
7848, A4,2017,Manual,27578,Petrol,51.4,1.4
7849, A4,2016,Automatic,41000,Diesel,67.3,2
7850, A4,2017,Automatic,25782,Diesel,72.4,2
7851, A3,2012,Manual,49000,Petrol,47.1,1.6
7852, Q3,2020,Manual,1700,Petrol,40.9,1.5
7853, A1,2017,Manual,16400,Petrol,56.5,1.4
7854, TT,2020,Automatic,2500,Petrol,40.9,2
7855, A3,2013,Manual,59451,Diesel,67.3,2
7856, A6,2016,Manual,43404,Diesel,64.2,2
7857, A1,2017,Manual,27153,Petrol,67.3,1
7858, A3,2015,Manual,27426,Diesel,74.3,1.6
7859, A5,2015,Manual,33430,Diesel,60.1,2
7860, A1,2019,Manual,5696,Petrol,50.4,0
7861, A1,2016,Manual,28595,Petrol,55.4,1.4
7862, TT,2016,Automatic,45182,Petrol,40.9,0
7863, Q3,2017,Automatic,21981,Petrol,47.9,1.4
7864, A5,2015,Automatic,29084,Diesel,42.8,3
7865, A3,2016,Manual,55321,Petrol,40.4,0
7866, A3,2016,Manual,41047,Diesel,65.7,2
7867, A3,2016,Manual,37998,Diesel,70.6,1.6
7868, A4,2019,Automatic,7000,Diesel,50.4,2
7869, Q7,2013,Automatic,79000,Diesel,38.2,3
7870, Q3,2017,Automatic,18000,Petrol,42.2,2
7871, Q5,2019,Automatic,6700,Diesel,38.2,2
7872, Q3,2017,Manual,27500,Petrol,51.4,1.4
7873, A3,2017,Manual,47041,Diesel,65.7,2
7874, Q2,2020,Semi-Auto,789,Diesel,47.9,1.6
7875, Q5,2014,Automatic,96753,Diesel,41.5,3
7876, A6,2016,Semi-Auto,27764,Diesel,61.4,2
7877, Q3,2013,Manual,77120,Diesel,54.3,2
7878, A1,2016,Manual,39151,Diesel,76.3,1.6
7879, A5,2013,Manual,46197,Diesel,61.4,2
7880, A1,2016,Automatic,12942,Diesel,72.4,1.6
7881, Q3,2016,Manual,26325,Diesel,52.3,2
7882, A3,2017,Manual,34668,Diesel,68.9,1.6
7883, A3,2016,Manual,16793,Diesel,65.7,2
7884, A6,2011,Automatic,116000,Diesel,47.1,3
7885, RS5,2015,Automatic,66000,Petrol,26.9,4.2
7886, A4,2018,Manual,14000,Petrol,51.4,1.4
7887, A6,2017,Semi-Auto,44000,Diesel,61.4,2
7888, S3,2014,Semi-Auto,63000,Petrol,40.9,2
7889, A4,2016,Semi-Auto,82000,Diesel,62.8,2
7890, A3,2014,Manual,49000,Petrol,60.1,1.4
7891, A4,2016,Manual,22000,Petrol,51.4,1.4
7892, TT,2011,Manual,80000,Diesel,53.3,2
7893, Q3,2020,Automatic,1500,Petrol,31.4,0
7894, Q3,2017,Manual,41381,Petrol,51.4,1.4
7895, Q3,2017,Manual,21000,Diesel,57.7,2
7896, A6,2016,Automatic,41000,Diesel,61.4,2
7897, Q2,2017,Automatic,10681,Petrol,44.8,2
7898, A6,2018,Automatic,16000,Petrol,42.2,2
7899, S3,2016,Automatic,60000,Petrol,40.9,2
7900, A1,2015,Manual,41000,Petrol,55.4,1.4
7901, A3,2011,Manual,74000,Diesel,68.9,1.6
7902, A1,2013,Manual,70000,Diesel,74.3,1.6
7903, A4,2016,Manual,47000,Diesel,72.4,2
7904, A1,2016,Manual,23000,Petrol,67.3,1
7905, A1,2018,Manual,16000,Petrol,67.3,1
7906, A4,2016,Automatic,56000,Diesel,67.3,2
7907, A3,2016,Manual,46000,Petrol,60.1,1.4
7908, A3,2016,Manual,51000,Diesel,72.4,1.6
7909, A6,2017,Automatic,29000,Diesel,61.4,2
7910, A3,2016,Automatic,40000,Petrol,44.1,2
7911, A3,2015,Manual,43000,Petrol,58.9,1.4
7912, A1,2016,Manual,27000,Petrol,67.3,1
7913, A3,2015,Manual,84000,Diesel,68.9,2
7914, A1,2014,Manual,80000,Diesel,68.9,2
7915, A4,2016,Automatic,54000,Diesel,72.4,2
7916, A1,2016,Manual,46000,Petrol,67.3,1
7917, A1,2015,Manual,21000,Petrol,55.4,1.4
7918, A3,2015,Manual,66000,Diesel,68.9,2
7919, A4,2016,Manual,31000,Diesel,64.2,2
7920, A4,2017,Manual,17000,Petrol,51.4,1.4
7921, A4,2016,Manual,49000,Diesel,64.2,2
7922, A1,2015,Manual,16000,Petrol,55.4,1.4
7923, A4,2016,Manual,45000,Diesel,74.3,2
7924, A4,2014,Manual,77000,Diesel,62.8,2
7925, Q3,2016,Manual,32000,Diesel,61.4,2
7926, A7,2014,Automatic,57000,Diesel,48.7,3
7927, A8,2016,Automatic,70000,Diesel,47.9,3
7928, A4,2017,Automatic,60000,Diesel,64.2,2
7929, A6,2017,Manual,30000,Diesel,61.4,2
7930, Q5,2015,Automatic,43000,Diesel,45.6,3
7931, A1,2015,Manual,37000,Diesel,80.7,1.6
7932, A3,2015,Automatic,43000,Petrol,60.1,1.4
7933, A7,2015,Manual,47000,Diesel,52.3,3
7934, A3,2017,Manual,24000,Diesel,67.3,1.6
7935, A6,2015,Manual,25000,Diesel,65.7,2
7936, TT,2016,Manual,25000,Diesel,62.8,2
7937, A5,2015,Automatic,50000,Diesel,54.3,2
7938, A3,2015,Manual,40000,Diesel,68.9,2
7939, A3,2015,Manual,42000,Diesel,68.9,2
7940, Q5,2015,Manual,55000,Diesel,47.9,2
7941, A6,2014,Automatic,63000,Diesel,47.9,3
7942, A4,2013,Automatic,89000,Diesel,58.9,2
7943, A1,2014,Manual,78000,Diesel,74.3,1.6
7944, A6,2016,Automatic,42000,Diesel,54.3,3
7945, A4,2016,Manual,49000,Diesel,74.3,2
7946, A1,2017,Manual,63000,Diesel,76.3,1.6
7947, A3,2016,Manual,33000,Diesel,70.6,1.6
7948, TT,2016,Manual,19000,Petrol,47.1,1.8
7949, A6,2013,Manual,70000,Diesel,57.6,2
7950, A4,2017,Manual,60000,Diesel,68.9,2
7951, A1,2012,Manual,80000,Diesel,74.3,1.6
7952, A7,2015,Automatic,31000,Diesel,58.9,3
7953, A5,2015,Manual,31000,Diesel,57.6,2
7954, TT,2015,Manual,33000,Petrol,47.1,2
7955, A3,2016,Automatic,42000,Petrol,58.9,1.4
7956, A4,2013,Automatic,81000,Diesel,58.9,2
7957, A1,2015,Manual,38000,Diesel,80.7,1.6
7958, A1,2016,Manual,29000,Diesel,76.3,1.6
7959, A6,2015,Manual,70000,Diesel,65.7,2
7960, A3,2015,Manual,51000,Diesel,67.3,1.6
7961, A5,2017,Manual,28000,Diesel,67.3,2
7962, A6,2016,Automatic,68000,Diesel,64.2,2
7963, A5,2015,Manual,55000,Diesel,53.3,2
7964, TT,2015,Automatic,46000,Petrol,44.1,2
7965, Q3,2014,Manual,47000,Diesel,49.6,2
7966, A1,2016,Manual,24000,Petrol,57.6,1.4
7967, A4,2012,Automatic,87000,Petrol,47.1,2
7968, TT,2015,Automatic,25000,Petrol,42.8,2
7969, A3,2010,Manual,94000,Petrol,40.9,1.6
7970, A3,2014,Manual,44000,Diesel,74.3,1.6
7971, A4,2014,Manual,52000,Diesel,61.4,2
7972, A3,2015,Manual,39000,Petrol,57.6,1.4
7973, A1,2015,Manual,35000,Petrol,56.5,1.4
7974, A1,2013,Manual,69000,Diesel,74.3,1.6
7975, A4,2014,Manual,49792,Diesel,64.2,2
7976, A1,2016,Manual,43000,Petrol,58.9,1.4
7977, TT,2016,Manual,83000,Diesel,62.8,2
7978, A6,2019,Automatic,18000,Diesel,47.9,2
7979, A3,2015,Manual,59000,Diesel,67.3,2
7980, A4,2016,Manual,70000,Diesel,70.6,2
7981, A6,2016,Automatic,34000,Diesel,61.4,2
7982, Q3,2016,Automatic,23855,Petrol,47.9,1.4
7983, A5,2013,Automatic,48437,Petrol,34.9,3
7984, A1,2016,Automatic,10104,Petrol,57.6,1.4
7985, A3,2016,Manual,67277,Diesel,74.3,1.6
7986, A5,2014,Manual,95000,Diesel,61.4,2
7987, A4,2012,Manual,62000,Diesel,65.7,2
7988, Q7,2015,Automatic,74000,Diesel,38.2,3
7989, A3,2015,Automatic,31000,Petrol,40.4,2
7990, A4,2016,Manual,24828,Petrol,49.6,2
7991, Q5,2016,Automatic,29808,Diesel,47.1,2
7992, A1,2015,Manual,28974,Petrol,56.5,1.4
7993, Q2,2017,Manual,12343,Petrol,50.4,1.4
7994, A6,2016,Automatic,35784,Diesel,61.4,3
7995, A6,2016,Automatic,33881,Diesel,61.4,2
7996, A5,2018,Automatic,11744,Diesel,61.4,2
7997, Q3,2016,Manual,33439,Diesel,62.8,2
7998, A1,2016,Manual,56637,Diesel,76.3,1.6
7999, A6,2017,Automatic,46317,Diesel,58.9,2
8000, A4,2017,Automatic,31209,Diesel,70.6,2
8001, A3,2016,Manual,26203,Petrol,60.1,1
8002, Q3,2016,Manual,69629,Diesel,60.1,2
8003, A1,2015,Automatic,37553,Petrol,57.6,1.4
8004, A6,2016,Automatic,62118,Diesel,56.5,2
8005, A4,2017,Automatic,41982,Diesel,70.6,2
8006, A1,2017,Manual,36472,Petrol,40.4,2
8007, A3,2015,Automatic,70000,Petrol,57.6,1.4
8008, A3,2015,Manual,79000,Diesel,70.6,1.6
8009, A3,2015,Manual,49000,Diesel,83.1,1.6
8010, A5,2013,Automatic,54000,Petrol,39.2,2
8011, Q7,2013,Automatic,48000,Diesel,38.2,3
8012, Q7,2016,Automatic,53000,Diesel,47.9,3
8013, A3,2015,Manual,37000,Diesel,74.3,1.6
8014, A1,2015,Manual,54802,Petrol,55.4,1.4
8015, A3,2014,Manual,52561,Diesel,68.9,2
8016, TT,2016,Manual,37352,Diesel,62.8,2
8017, A4,2016,Automatic,31817,Diesel,65.7,2
8018, A1,2017,Manual,41427,Diesel,76.3,1.6
8019, A4,2016,Manual,27403,Petrol,53.3,1.4
8020, A1,2012,Manual,40572,Petrol,53.3,1.4
8021, Q3,2017,Automatic,21236,Petrol,42.2,2
8022, Q3,2017,Manual,33952,Petrol,51.4,1.4
8023, Q3,2017,Automatic,34692,Petrol,47.9,1.4
8024, Q5,2014,Automatic,57924,Diesel,41.5,3
8025, A3,2015,Automatic,26670,Petrol,40.9,2
8026, Q3,2017,Manual,41767,Petrol,51.4,1.4
8027, A5,2017,Manual,44934,Diesel,67.3,2
8028, A3,2014,Manual,55000,Diesel,68.9,2
8029, A4,2019,Manual,703,Petrol,39.2,2
8030, A1,2017,Manual,23078,Petrol,57.6,1.4
8031, TT,2015,Manual,36000,Diesel,67.3,2
8032, A3,2014,Manual,49000,Diesel,68.9,2
8033, Q7,2012,Automatic,87000,Diesel,38.2,3
8034, A3,2017,Automatic,36521,Diesel,62.8,2
8035, A6,2012,Automatic,84765,Diesel,56.5,2
8036, A1,2015,Manual,31239,Diesel,80.7,1.6
8037, A5,2014,Automatic,61346,Diesel,49.6,3
8038, A4,2016,Manual,25634,Petrol,51.4,1.4
8039, A4,2016,Manual,30000,Diesel,70.6,2
8040, TT,2012,Manual,45000,Diesel,53.3,2
8041, A4,2017,Manual,10000,Petrol,52.3,1.4
8042, A1,2017,Manual,11000,Petrol,58.9,1.4
8043, A4,2015,Manual,35762,Diesel,65.7,2
8044, A3,2015,Automatic,29098,Diesel,70.6,1.6
8045, Q3,2016,Manual,23484,Diesel,61.4,2
8046, A3,2017,Manual,21865,Petrol,58.9,1.4
8047, A3,2016,Manual,60901,Diesel,68.9,2
8048, A6,2016,Automatic,26704,Diesel,61.4,2
8049, A1,2017,Manual,23221,Petrol,67.3,1
8050, A3,2017,Manual,17982,Petrol,58.9,1.4
8051, A3,2016,Manual,80000,Diesel,67.3,2
8052, A4,2012,Manual,88000,Diesel,62.8,2
8053, A5,2014,Automatic,88000,Diesel,58.9,2
8054, A5,2014,Manual,48000,Diesel,57.6,2
8055, Q3,2014,Manual,58000,Diesel,54.3,2
8056, A1,2015,Manual,31000,Diesel,80.7,1.6
8057, A4,2016,Manual,36000,Petrol,51.4,1.4
8058, Q3,2016,Automatic,33124,Diesel,50.4,2
8059, A4,2008,Manual,91748,Diesel,51.4,2
8060, A3,2016,Automatic,48097,Petrol,58.9,1.4
8061, TT,2015,Manual,34889,Diesel,62.8,2
8062, A3,2017,Manual,30579,Diesel,70.6,1.6
8063, A3,2018,Automatic,16478,Petrol,56.5,1.5
8064, A1,2016,Manual,49347,Petrol,55.4,1.4
8065, A5,2015,Automatic,57141,Diesel,58.9,2
8066, A6,2013,Automatic,87567,Diesel,56.5,2
8067, Q2,2018,Automatic,12210,Petrol,52.3,1.4
8068, TT,2017,Manual,20153,Diesel,62.8,2
8069, Q3,2013,Manual,36954,Diesel,54.3,2
8070, A7,2013,Automatic,75775,Diesel,47.9,3
8071, TT,2016,Manual,44871,Diesel,62.8,2
8072, A4,2015,Manual,31879,Diesel,65.7,2
8073, A1,2016,Manual,36278,Petrol,56.5,1.4
8074, A4,2013,Manual,48261,Diesel,64.2,2
8075, Q5,2016,Automatic,46113,Diesel,47.1,2
8076, Q2,2016,Manual,19019,Petrol,52.3,1.4
8077, Q7,2015,Automatic,30296,Diesel,47.9,3
