"id","model","year","transmission","mileage","fueltype","price","tax","mpg","enginesize"
8987, Q7,2012,Automatic,65675,Diesel,17999,555.0,28.5,4.1
8988, Q3,2016,Manual,24069,Diesel,18400,145.0,52.3,2.0
8989, A4,2016,Manual,29961,Diesel,16000,20.0,70.6,2.0
8990, A4,2017,Automatic,41252,Petrol,16800,30.0,53.3,2.0
8991, A3,2014,Manual,28801,Petrol,10485,30.0,57.6,1.2
8992, A1,2013,Manual,65000,Diesel,6485,0.0,74.3,1.6
8993, Q3,2015,Manual,71787,Diesel,11399,30.0,61.4,2.0
8994, A6,2017,Automatic,15759,Diesel,20499,30.0,61.4,2.0
8995, Q3,2015,Manual,56040,Diesel,12199,30.0,61.4,2.0
8996, A3,2019,Manual,5977,Petrol,16500,145.0,48.7,1.0
8997, A4,2016,Automatic,37004,Diesel,15000,20.0,70.6,2.0
8998, A4,2016,Manual,40187,Diesel,15000,0.0,74.3,2.0
8999, A5,2017,Manual,30984,Diesel,18500,145.0,68.9,2.0
9000, A1,2016,Manual,19645,Petrol,11600,0.0,67.3,1.0
9001, Q3,2016,Manual,29777,Diesel,18900,160.0,49.6,2.0
9002, A4,2015,Automatic,20451,Diesel,17000,145.0,53.3,2.0
9003, A1,2016,Manual,17608,Diesel,11399,0.0,76.3,1.6
9004, A1,2015,Manual,36477,Petrol,10599,0.0,67.3,1.0
9005, A1,2015,Manual,57397,Diesel,8751,0.0,80.7,1.6
9006, A1,2015,Manual,54292,Diesel,10199,0.0,80.7,1.6
9007, A3,2015,Manual,68446,Diesel,8199,0.0,74.3,1.6
9008, A4,2016,Manual,92064,Diesel,10799,20.0,70.6,2.0
9009, A4,2013,Manual,50577,Diesel,9499,30.0,65.7,2.0
9010, A4,2016,Automatic,73471,Diesel,13312,30.0,65.7,2.0
9011, A4,2016,Manual,45799,Diesel,12914,20.0,70.6,2.0
9012, A3,2016,Manual,12067,Petrol,15879,20.0,60.1,1.4
9013, A3,2017,Automatic,17918,Petrol,19299,145.0,47.9,2.0
9014, A4,2015,Manual,27666,Diesel,12300,30.0,65.7,2.0
9015, A3,2016,Manual,26991,Diesel,16000,20.0,65.7,2.0
9016, A3,2016,Manual,29563,Diesel,15800,20.0,65.7,2.0
9017, A1,2016,Manual,48297,Diesel,9499,0.0,80.7,1.6
9018, A5,2016,Manual,44531,Diesel,13100,20.0,67.3,2.0
9019, A6,2016,Manual,50900,Diesel,13502,30.0,65.7,2.0
9020, A1,2016,Manual,38673,Diesel,9432,0.0,76.3,1.6
9021, A1,2015,Manual,13741,Petrol,11799,30.0,56.5,1.4
9022, A4,2014,Manual,48548,Diesel,11941,30.0,62.8,2.0
9023, A3,2015,Automatic,35622,Diesel,11332,20.0,70.6,1.6
9024, A6,2016,Automatic,55162,Diesel,17199,30.0,61.4,2.0
9025, Q3,2017,Automatic,29110,Diesel,19499,160.0,50.4,2.0
9026, A4,2016,Manual,29454,Diesel,15500,0.0,74.3,2.0
9027, A3,2017,Automatic,26894,Petrol,15300,145.0,56.5,1.5
9028, A4,2016,Manual,36459,Diesel,16800,30.0,67.3,2.0
9029, TT,2017,Manual,25842,Diesel,18300,145.0,62.8,2.0
9030, A3,2016,Automatic,23592,Petrol,15700,30.0,55.4,1.4
9031, A1,2016,Automatic,17358,Diesel,12000,0.0,74.3,1.6
9032, A1,2016,Manual,36639,Petrol,10800,30.0,57.6,1.4
9033, A6,2016,Automatic,29987,Diesel,20999,125.0,58.9,2.0
9034, A1,2015,Automatic,30854,Diesel,10899,0.0,76.3,1.6
9035, A1,2012,Manual,46942,Diesel,7099,0.0,74.3,1.6
9036, A1,2015,Manual,10747,Petrol,12681,30.0,55.4,1.4
9037, A3,2015,Manual,56104,Diesel,8499,0.0,74.3,1.6
9038, A6,2015,Automatic,87393,Diesel,12499,30.0,64.2,2.0
9039, A4,2015,Manual,61710,Diesel,10000,30.0,65.7,2.0
9040, A3,2016,Automatic,24672,Diesel,12866,30.0,64.2,2.0
9041, A1,2016,Manual,33560,Diesel,10289,0.0,76.3,1.6
9042, A4,2016,Manual,26862,Petrol,17400,125.0,49.6,2.0
9043, A3,2016,Manual,34890,Diesel,17000,30.0,62.8,2.0
9044, A3,2016,Manual,24259,Diesel,12300,20.0,70.6,2.0
9045, A3,2015,Manual,23121,Petrol,14499,30.0,58.9,1.4
9046, A3,2013,Manual,60028,Diesel,7699,0.0,74.3,1.6
9047, Q3,2016,Manual,32726,Diesel,14399,30.0,61.4,2.0
9048, A5,2017,Manual,28015,Diesel,19499,145.0,64.2,2.0
9049, A4,2016,Manual,30595,Diesel,15499,20.0,70.6,2.0
9050, A1,2013,Manual,32365,Petrol,8889,125.0,53.3,1.4
9051, A3,2017,Automatic,28831,Diesel,14250,145.0,70.6,1.6
9052, A3,2015,Manual,27376,Diesel,14278,20.0,70.6,1.6
9053, A5,2015,Automatic,47881,Diesel,16999,145.0,56.5,2.0
9054, A3,2015,Manual,70284,Diesel,9499,20.0,68.9,2.0
9055, A3,2018,Automatic,15044,Diesel,20550,145.0,52.3,1.6
9056, A5,2014,Manual,80951,Diesel,12170,30.0,61.4,2.0
9057, A6,2016,Automatic,32657,Diesel,15486,125.0,56.5,3.0
9058, A3,2016,Automatic,33391,Petrol,18500,200.0,42.8,1.8
9059, A4,2017,Automatic,30177,Diesel,22500,145.0,56.5,2.0
9060, A4,2016,Automatic,53342,Diesel,15200,30.0,65.7,2.0
9061, A6,2018,Automatic,15844,Petrol,19000,145.0,50.4,1.8
9062, A6,2014,Manual,44638,Diesel,15300,30.0,62.8,2.0
9063, A3,2017,Manual,15004,Petrol,16000,145.0,55.4,1.5
9064, A1,2016,Manual,29606,Petrol,11400,0.0,67.3,1.0
9065, A3,2017,Manual,9676,Petrol,16999,145.0,53.3,1.5
9066, Q5,2014,Automatic,37113,Diesel,18450,200.0,47.1,2.0
9067, A3,2019,Automatic,8397,Diesel,22500,145.0,53.3,1.6
9068, A4,2017,Manual,44156,Diesel,14315,20.0,70.6,2.0
9069, Q3,2016,Automatic,13483,Diesel,19995,160.0,50.4,2.0
9070, A3,2015,Automatic,29584,Petrol,13799,160.0,43.5,1.8
9071, A3,2017,Manual,18830,Petrol,13999,20.0,60.1,1.0
9072, A1,2017,Manual,29328,Petrol,11999,0.0,67.3,1.0
9073, A1,2016,Automatic,21246,Petrol,11199,20.0,64.2,1.0
9074, A3,2017,Manual,44493,Diesel,15699,145.0,65.7,2.0
9075, A3,2014,Manual,65604,Diesel,8150,0.0,74.3,1.6
9076, A6,2014,Automatic,123445,Diesel,10950,30.0,64.2,2.0
9077, R8,2008,Automatic,52500,Petrol,33950,580.0,21.0,4.2
9078, RS5,2019,Automatic,10000,Petrol,54500,150.0,29.7,2.9
9079, A3,2013,Manual,37141,Diesel,8150,0.0,74.3,1.6
9080, Q3,2014,Automatic,55317,Diesel,12350,200.0,47.9,2.0
9081, A4,2016,Manual,46665,Diesel,13676,20.0,70.6,2.0
9082, A3,2016,Manual,52519,Diesel,11871,20.0,72.4,1.6
9083, TT,2015,Manual,24339,Petrol,16999,145.0,47.9,2.0
9084, A3,2016,Manual,37920,Diesel,10955,20.0,68.9,2.0
9085, A1,2016,Manual,54150,Petrol,12046,30.0,58.9,1.4
9086, A3,2016,Manual,29613,Diesel,11646,0.0,83.1,1.6
9087, A3,2015,Automatic,38689,Diesel,11000,20.0,72.4,1.6
9088, A3,2015,Manual,78205,Diesel,9705,20.0,68.9,1.6
9089, A3,2017,Automatic,25793,Diesel,15599,125.0,58.9,2.0
9090, A4,2016,Manual,17855,Diesel,17699,30.0,64.2,2.0
9091, A1,2016,Manual,19865,Diesel,10999,0.0,76.3,1.6
9092, S8,2017,Automatic,22579,Petrol,44991,555.0,28.2,4.0
9093, A4,2017,Semi-Auto,19068,Diesel,22991,150.0,56.5,2.0
9094, A3,2016,Automatic,32707,Petrol,16900,200.0,42.8,1.8
9095, A4,2015,Manual,87652,Diesel,10999,0.0,74.3,2.0
9096, A4,2015,Manual,80973,Diesel,9399,20.0,68.9,2.0
9097, A5,2017,Automatic,35662,Diesel,19999,145.0,70.6,2.0
9098, A5,2016,Automatic,21968,Diesel,19499,145.0,56.5,2.0
9099, A1,2012,Manual,75187,Petrol,6999,125.0,53.3,1.4
9100, A5,2014,Manual,74074,Diesel,12690,145.0,55.4,2.0
9101, A3,2015,Manual,91334,Diesel,8299,0.0,83.1,1.6
9102, A3,2016,Manual,38537,Diesel,10999,20.0,68.9,2.0
9103, A1,2015,Manual,69888,Diesel,8554,0.0,80.7,1.6
9104, A1,2017,Manual,20466,Petrol,11773,0.0,67.3,1.0
9105, A5,2012,Manual,76866,Diesel,10874,145.0,55.4,2.0
9106, A1,2013,Automatic,57309,Petrol,9235,125.0,53.3,1.4
9107, A5,2017,Semi-Auto,28194,Diesel,19999,145.0,68.9,2.0
9108, Q5,2013,Manual,67376,Diesel,13991,200.0,47.9,2.0
9109, Q3,2016,Semi-Auto,45128,Diesel,17491,160.0,50.4,2.0
9110, A3,2016,Semi-Auto,46324,Petrol,29991,300.0,34.9,2.5
9111, A4,2016,Manual,71734,Diesel,11991,20.0,70.6,2.0
9112, A5,2016,Automatic,41677,Petrol,24991,235.0,38.2,3.0
9113, Q7,2017,Automatic,26522,Diesel,33991,145.0,47.9,3.0
9114, A5,2017,Automatic,31739,Diesel,20000,145.0,68.9,2.0
9115, A4,2016,Manual,75494,Diesel,12799,30.0,64.2,2.0
9116, Q5,2016,Automatic,75891,Diesel,17550,200.0,47.1,2.0
9117, A1,2016,Manual,23307,Petrol,11299,0.0,67.3,1.0
9118, A3,2015,Manual,60834,Diesel,12000,20.0,67.3,2.0
9119, A1,2013,Manual,56123,Diesel,7799,0.0,74.3,1.6
9120, A7,2011,Automatic,74408,Diesel,12750,145.0,53.3,3.0
9121, Q2,2019,Automatic,4284,Petrol,28990,150.0,33.2,2.0
9122, A6,2017,Automatic,29332,Diesel,23490,165.0,50.4,3.0
9123, A5,2017,Automatic,13425,Diesel,24490,150.0,62.8,2.0
9124, A3,2015,Manual,28895,Petrol,13990,30.0,55.4,1.4
9125, A5,2016,Automatic,44717,Diesel,19690,160.0,50.4,2.0
9126, Q3,2015,Manual,40293,Diesel,17190,160.0,49.6,2.0
9127, A4,2014,Manual,77701,Diesel,10100,125.0,57.6,2.0
9128, A3,2016,Manual,36281,Diesel,10999,0.0,74.3,1.6
9129, A6,2016,Automatic,53531,Diesel,16999,30.0,61.4,2.0
9130, A4,2016,Manual,33007,Diesel,13375,20.0,72.4,2.0
9131, A3,2016,Manual,31223,Diesel,11999,20.0,67.3,2.0
9132, A1,2016,Manual,34886,Diesel,10499,0.0,76.3,1.6
9133, A1,2014,Manual,71836,Petrol,8999,30.0,57.6,1.4
9134, A5,2016,Automatic,40001,Diesel,21490,160.0,50.4,2.0
9135, A3,2017,Automatic,38300,Petrol,27490,145.0,43.5,2.0
9136, Q2,2019,Manual,738,Petrol,22990,145.0,43.5,1.5
9137, A1,2020,Automatic,2500,Petrol,27990,145.0,44.1,1.5
9138, A3,2015,Manual,78011,Diesel,9299,20.0,68.9,2.0
9139, A1,2015,Manual,60585,Diesel,8799,0.0,80.7,1.6
9140, A3,2017,Manual,31744,Petrol,14699,125.0,50.4,2.0
9141, Q3,2019,Automatic,7500,Diesel,33990,145.0,47.1,2.0
9142, A5,2015,Automatic,52133,Diesel,17190,125.0,58.9,2.0
9143, A3,2016,Automatic,39255,Diesel,16290,20.0,70.6,1.6
9144, A1,2017,Manual,18190,Petrol,14690,30.0,58.9,1.4
9145, A5,2015,Automatic,52838,Petrol,20490,260.0,35.8,3.0
9146, Q3,2019,Automatic,14060,Petrol,30490,145.0,32.1,2.0
9147, Q2,2018,Manual,8792,Petrol,17690,145.0,55.4,1.0
9148, A5,2018,Automatic,21829,Diesel,23990,145.0,70.6,2.0
9149, Q2,2019,Manual,6453,Diesel,19790,145.0,49.6,1.6
9150, A4,2019,Automatic,6500,Diesel,43990,145.0,39.2,3.0
9151, Q5,2017,Automatic,29311,Petrol,28190,145.0,40.4,2.0
9152, A4,2016,Manual,35916,Diesel,16490,20.0,68.9,2.0
9153, Q3,2017,Manual,16353,Petrol,17490,125.0,51.4,1.4
9154, Q2,2017,Automatic,5183,Petrol,18990,145.0,54.3,1.4
9155, Q5,2016,Automatic,35506,Petrol,25690,235.0,37.7,2.0
9156, A1,2017,Manual,33574,Diesel,13290,145.0,76.3,1.6
9157, A8,2017,Automatic,16975,Petrol,43990,555.0,28.2,4.0
9158, A4,2016,Automatic,37534,Diesel,17290,20.0,67.3,2.0
9159, A5,2019,Automatic,3798,Petrol,33490,145.0,37.2,2.0
9160, A4,2018,Automatic,11802,Diesel,23490,145.0,65.7,2.0
9161, A1,2017,Manual,25249,Petrol,13490,145.0,67.3,1.0
9162, A1,2017,Manual,7903,Petrol,12990,145.0,67.3,1.0
9163, Q2,2020,Automatic,10,Petrol,34990,145.0,32.5,2.0
9164, A1,2017,Manual,17713,Diesel,13690,150.0,76.3,1.6
9165, A1,2018,Manual,10436,Petrol,14990,150.0,55.4,1.4
9166, Q5,2016,Automatic,74896,Diesel,27490,235.0,42.2,3.0
9167, A3,2017,Manual,16744,Petrol,18290,145.0,55.4,1.5
9168, Q3,2015,Automatic,29957,Diesel,17990,160.0,50.4,2.0
9169, Q7,2016,Automatic,77818,Diesel,28990,200.0,47.9,3.0
9170, A3,2016,Manual,42395,Petrol,15990,30.0,60.1,1.4
9171, A6,2017,Automatic,28500,Diesel,22490,150.0,58.9,2.0
9172, Q5,2016,Automatic,37870,Diesel,21490,205.0,47.1,2.0
9173, Q3,2019,Manual,1500,Petrol,26990,145.0,40.9,1.5
9174, Q3,2019,Manual,3500,Petrol,27490,145.0,40.9,1.5
9175, Q3,2017,Manual,20473,Diesel,17990,145.0,57.7,2.0
9176, A5,2017,Automatic,11479,Diesel,25990,145.0,62.8,2.0
9177, A4,2018,Automatic,17711,Diesel,23990,145.0,65.7,2.0
9178, A5,2019,Automatic,5200,Diesel,30990,145.0,45.6,2.0
9179, Q5,2019,Automatic,5000,Petrol,34490,145.0,32.1,2.0
9180, A4,2019,Automatic,4000,Diesel,29490,145.0,47.9,2.0
9181, A5,2019,Automatic,6000,Diesel,29990,145.0,45.6,2.0
9182, A5,2019,Automatic,2000,Diesel,29990,145.0,50.4,2.0
9183, Q3,2019,Manual,8500,Diesel,26950,145.0,42.8,2.0
9184, A7,2016,Automatic,48669,Diesel,19990,125.0,61.4,3.0
9185, Q7,2019,Automatic,6000,Diesel,45990,145.0,33.2,3.0
9186, A3,2016,Manual,96300,Diesel,8000,20.0,68.9,2.0
9187, A5,2019,Automatic,4654,Diesel,28990,145.0,45.6,2.0
9188, Q3,2017,Manual,24780,Petrol,15480,125.0,51.4,1.4
9189, A1,2015,Manual,31064,Petrol,9245,0.0,67.3,1.0
9190, Q3,2019,Manual,500,Petrol,27990,145.0,39.8,1.5
9191, Q3,2019,Manual,1780,Diesel,29790,145.0,40.9,2.0
9192, A1,2017,Manual,30390,Petrol,13490,30.0,56.5,1.4
9193, Q3,2017,Automatic,26653,Diesel,21290,145.0,53.3,2.0
9194, A6,2019,Automatic,9124,Diesel,27490,145.0,47.9,2.0
9195, A8,2019,Automatic,6392,Diesel,39990,145.0,50.4,3.0
9196, RS3,2020,Automatic,320,Petrol,42490,145.0,29.7,2.5
9197, A6,2019,Automatic,7000,Diesel,29990,150.0,47.9,2.0
9198, A1,2012,Manual,44331,Petrol,10290,125.0,52.3,1.4
9199, A5,2013,Automatic,69410,Diesel,12795,125.0,58.9,2.0
9200, Q3,2014,Automatic,53540,Diesel,12195,205.0,47.9,2.0
9201, Q3,2013,Manual,108220,Diesel,9000,150.0,54.3,2.0
9202, A3,2015,Manual,104460,Diesel,7295,0.0,83.1,1.6
9203, A3,2016,Manual,68310,Diesel,13500,20.0,65.7,2.0
9204, A3,2015,Manual,91400,Diesel,8695,20.0,67.3,2.0
9205, TT,2019,Automatic,51,Petrol,53990,145.0,30.1,2.5
9206, A4,2019,Automatic,1624,Petrol,26990,145.0,38.7,2.0
9207, A4,2019,Automatic,5500,Petrol,25990,145.0,38.7,2.0
9208, Q3,2019,Automatic,8000,Diesel,29990,145.0,47.1,2.0
9209, A1,2019,Automatic,2500,Petrol,23490,145.0,40.9,2.0
9210, A1,2019,Automatic,4000,Petrol,23290,145.0,40.9,2.0
9211, Q3,2019,Manual,4000,Petrol,28490,145.0,39.8,1.5
9212, A4,2019,Automatic,3955,Diesel,29990,145.0,51.4,2.0
9213, Q3,2015,Manual,38497,Diesel,14490,30.0,61.4,2.0
9214, TT,2020,Automatic,80,Petrol,28490,145.0,38.7,2.0
9215, A1,2016,Manual,32969,Petrol,12490,30.0,55.4,1.4
9216, A1,2016,Manual,13742,Petrol,12690,30.0,55.4,1.4
9217, TT,2015,Manual,46940,Petrol,17290,145.0,47.9,2.0
9218, A5,2018,Automatic,9735,Diesel,29990,145.0,58.9,3.0
9219, A1,2015,Manual,22266,Petrol,10799,30.0,55.4,1.4
9220, A1,2018,Manual,9807,Petrol,12980,145.0,67.3,1.0
9221, Q7,2011,Automatic,94000,Diesel,16494,300.0,38.2,3.0
9222, A3,2016,Automatic,36181,Diesel,15500,20.0,70.6,1.6
9223, Q2,2018,Manual,7020,Diesel,17599,150.0,64.2,1.6
9224, A3,2016,Manual,31000,Diesel,14500,20.0,68.9,1.6
9225, A6,2016,Automatic,77700,Diesel,17000,125.0,58.9,2.0
9226, A5,2016,Automatic,106000,Diesel,13250,200.0,44.8,3.0
9227, A8,2020,Automatic,10,Diesel,54990,145.0,39.2,3.0
9228, A3,2016,Manual,55781,Petrol,20490,200.0,39.8,2.0
9229, Q5,2015,Manual,66790,Diesel,15500,205.0,47.9,2.0
9230, Q3,2015,Manual,71960,Diesel,12500,125.0,60.1,2.0
9231, A6,2012,Manual,100230,Diesel,7500,150.0,56.5,2.0
9232, A1,2014,Manual,98520,Diesel,7295,20.0,68.9,2.0
9233, A4,2016,Manual,88230,Diesel,10500,0.0,74.3,2.0
9234, Q3,2012,Manual,54080,Diesel,11000,160.0,49.6,2.0
9235, A3,2017,Automatic,12500,Petrol,25490,150.0,44.1,2.0
9236, A3,2018,Manual,23000,Diesel,20990,150.0,58.9,2.0
9237, A3,2018,Manual,25000,Petrol,18790,150.0,60.1,1.0
9238, A4,2016,Automatic,99740,Diesel,9795,0.0,72.4,2.0
9239, A3,2015,Manual,103370,Petrol,10000,20.0,60.1,1.4
9240, S3,2016,Automatic,68180,Petrol,18500,160.0,44.1,2.0
9241, Q3,2014,Manual,55150,Diesel,13295,160.0,50.4,2.0
9242, A6,2015,Automatic,96230,Diesel,11695,30.0,64.2,2.0
9243, Q5,2015,Automatic,73010,Diesel,17000,200.0,47.1,2.0
9244, A4,2014,Manual,77590,Diesel,9000,30.0,64.2,2.0
9245, A3,2016,Manual,116310,Diesel,7500,0.0,83.1,1.6
9246, TT,2015,Manual,50500,Petrol,16490,160.0,46.3,2.0
9247, A1,2014,Manual,42869,Petrol,9290,30.0,55.4,1.2
9248, A7,2017,Automatic,27647,Diesel,26490,150.0,52.3,3.0
9249, A3,2013,Manual,38431,Diesel,11990,20.0,68.9,2.0
9250, A4,2016,Manual,76640,Diesel,13795,30.0,62.8,2.0
9251, SQ5,2015,Automatic,82820,Diesel,20000,260.0,41.5,3.0
9252, SQ5,2015,Automatic,76518,Diesel,20295,260.0,41.5,3.0
9253, A4,2020,Automatic,5500,Petrol,47990,145.0,35.3,2.0
9254, A1,2012,Automatic,27280,Petrol,10790,145.0,47.9,1.4
9255, A1,2017,Manual,16872,Petrol,12990,150.0,55.4,1.4
9256, TT,2016,Manual,25189,Petrol,19290,150.0,47.1,1.8
9257, Q5,2016,Automatic,71870,Diesel,18000,200.0,47.1,2.0
9258, A4,2015,Manual,68260,Diesel,11295,30.0,62.8,2.0
9259, A4,2017,Manual,111890,Diesel,11500,20.0,70.6,2.0
9260, Q3,2015,Manual,120860,Diesel,10500,125.0,60.1,2.0
9261, A4,2016,Manual,79500,Diesel,11795,20.0,70.6,2.0
9262, A6,2012,Automatic,103160,Diesel,7995,145.0,55.4,2.0
9263, Q2,2019,Manual,6450,Diesel,26490,145.0,46.3,1.6
9264, A3,2017,Automatic,1928,Petrol,17290,150.0,60.1,1.0
9265, A1,2016,Manual,25103,Petrol,12490,0.0,67.3,1.0
9266, A1,2017,Manual,25774,Petrol,12290,150.0,57.6,1.4
9267, A3,2015,Manual,45000,Diesel,11490,20.0,68.9,2.0
9268, A3,2017,Automatic,37091,Petrol,24290,150.0,43.5,2.0
9269, A3,2016,Automatic,101860,Petrol,11000,30.0,57.6,1.4
9270, Q3,2015,Manual,83990,Diesel,11000,30.0,61.4,2.0
9271, A5,2015,Manual,81590,Diesel,11895,30.0,61.4,2.0
9272, A4,2015,Automatic,113420,Diesel,10000,205.0,47.1,2.0
9273, A5,2014,Manual,111460,Diesel,11000,30.0,61.4,2.0
9274, A6,2014,Manual,75550,Diesel,11500,30.0,62.8,2.0
9275, A4,2013,Manual,129680,Diesel,6000,30.0,64.2,2.0
9276, A4,2016,Manual,48860,Diesel,14000,20.0,70.6,2.0
9277, A6,2015,Automatic,118330,Diesel,10500,30.0,64.2,2.0
9278, A4,2016,Manual,84380,Diesel,11000,0.0,74.3,2.0
9279, A3,2015,Manual,113110,Diesel,9795,20.0,67.3,2.0
9280, A6,2016,Automatic,76070,Diesel,15000,30.0,61.4,2.0
9281, A6,2013,Manual,96840,Diesel,7500,125.0,57.6,2.0
9282, A4,2016,Manual,97150,Diesel,10695,20.0,72.4,2.0
9283, A6,2017,Manual,90620,Diesel,13000,30.0,61.4,2.0
9284, A4,2015,Automatic,104550,Diesel,8795,145.0,56.5,2.0
9285, A6,2015,Automatic,107390,Diesel,12895,30.0,64.2,2.0
9286, A4,2013,Manual,55000,Diesel,11290,30.0,61.4,2.0
9287, A4,2016,Automatic,56919,Diesel,16490,20.0,70.6,2.0
9288, A4,2015,Manual,36786,Diesel,15490,125.0,58.9,2.0
9289, A6,2019,Automatic,2200,Diesel,30990,145.0,47.9,2.0
9290, A5,2017,Automatic,8976,Diesel,24790,145.0,62.8,2.0
9291, A4,2016,Automatic,31072,Diesel,16490,20.0,68.9,2.0
9292, Q3,2019,Manual,10,Diesel,28490,145.0,42.8,2.0
9293, Q3,2019,Manual,10,Diesel,28490,145.0,42.8,2.0
9294, Q2,2019,Manual,600,Diesel,20990,145.0,49.6,1.6
9295, A5,2019,Automatic,1000,Diesel,31990,145.0,46.3,2.0
9296, TT,2019,Manual,750,Petrol,29990,145.0,39.8,2.0
9297, A4,2016,Manual,40164,Diesel,17490,30.0,67.3,2.0
9298, A4,2016,Manual,28290,Diesel,17790,30.0,67.3,2.0
9299, A7,2017,Automatic,40763,Diesel,25790,160.0,52.3,3.0
9300, TT,2019,Automatic,3500,Petrol,29990,145.0,38.7,2.0
9301, A4,2019,Automatic,8050,Petrol,23290,145.0,40.9,2.0
9302, A5,2016,Automatic,11998,Diesel,21490,160.0,51.4,2.0
9303, A4,2018,Automatic,26796,Petrol,24790,145.0,44.8,2.0
9304, A4,2014,Manual,57120,Diesel,13790,30.0,61.4,2.0
9305, A4,2017,Automatic,40378,Diesel,23490,145.0,55.4,3.0
9306, A4,2016,Manual,33334,Diesel,17290,30.0,67.3,2.0
9307, Q3,2017,Automatic,16821,Petrol,23490,200.0,42.2,2.0
9308, Q7,2017,Automatic,44691,Diesel,33990,200.0,47.9,3.0
9309, A6,2019,Automatic,1200,Diesel,29990,145.0,50.4,2.0
9310, A4,2019,Automatic,4983,Diesel,27490,145.0,48.7,2.0
9311, A4,2019,Automatic,8547,Diesel,25990,145.0,50.4,2.0
9312, Q2,2019,Manual,7010,Diesel,24290,145.0,47.9,1.6
9313, Q3,2020,Automatic,500,Diesel,35490,145.0,47.1,2.0
9314, Q3,2020,Automatic,500,Diesel,38990,145.0,47.1,2.0
9315, Q5,2019,Automatic,6500,Diesel,36990,145.0,38.2,2.0
9316, A5,2019,Automatic,10,Diesel,29990,145.0,51.4,2.0
9317, A5,2019,Automatic,10,Diesel,30990,145.0,50.4,2.0
9318, A5,2019,Manual,10,Petrol,29490,145.0,39.2,2.0
9319, Q2,2019,Automatic,10,Petrol,31990,145.0,33.2,2.0
9320, Q3,2019,Manual,10,Diesel,29990,145.0,42.8,2.0
9321, Q7,2019,Automatic,50,Diesel,42990,145.0,33.6,3.0
9322, A5,2020,Automatic,10,Petrol,29990,145.0,40.4,2.0
9323, A4,2015,Manual,27699,Diesel,13290,20.0,67.3,2.0
9324, A3,2018,Automatic,17411,Petrol,26490,145.0,43.5,2.5
9325, A1,2016,Manual,42500,Petrol,10290,0.0,67.3,1.0
9326, Q3,2019,Automatic,5831,Diesel,27490,145.0,47.1,2.0
9327, A5,2017,Automatic,58727,Diesel,19990,145.0,67.3,2.0
9328, A1,2017,Manual,33406,Diesel,13290,145.0,76.3,1.6
9329, Q3,2019,Manual,750,Diesel,29990,145.0,42.8,2.0
9330, A4,2019,Automatic,1000,Diesel,27990,145.0,49.6,2.0
9331, A4,2019,Automatic,1750,Diesel,27990,145.0,45.6,2.0
9332, A4,2016,Manual,32868,Diesel,16490,30.0,67.3,2.0
9333, Q5,2020,Automatic,1000,Diesel,47990,145.0,38.2,2.0
9334, Q2,2017,Manual,13248,Petrol,19490,125.0,50.4,1.4
9335, Q3,2020,Manual,500,Petrol,32990,145.0,40.9,1.5
9336, A4,2020,Automatic,500,Diesel,35990,145.0,54.3,2.0
9337, A3,2020,Manual,500,Diesel,29490,145.0,52.3,1.6
9338, A4,2019,Manual,1000,Petrol,27990,145.0,39.2,2.0
9339, A4,2019,Automatic,750,Diesel,25990,145.0,51.4,2.0
9340, A4,2019,Automatic,2250,Diesel,26990,145.0,50.4,2.0
9341, A4,2019,Automatic,2500,Diesel,27990,145.0,45.6,2.0
9342, A3,2019,Automatic,750,Diesel,25490,145.0,52.3,1.6
9343, A4,2019,Automatic,6000,Diesel,26990,145.0,45.6,2.0
9344, RS5,2019,Automatic,10,Petrol,51990,145.0,30.4,2.9
9345, RS3,2020,Automatic,10,Petrol,42490,145.0,30.1,2.5
9346, A5,2020,Automatic,10,Diesel,30990,145.0,47.1,2.0
9347, A1,2016,Manual,31617,Petrol,12999,30.0,56.5,1.4
9348, A6,2018,Automatic,60899,Diesel,18990,150.0,58.9,2.0
9349, Q5,2013,Automatic,81957,Diesel,14990,205.0,47.1,2.0
9350, A5,2017,Automatic,43708,Diesel,21490,150.0,62.8,2.0
9351, Q2,2017,Automatic,36000,Petrol,20495,150.0,52.3,1.4
9352, A6,2016,Automatic,32000,Diesel,24990,165.0,50.4,3.0
9353, A6,2020,Automatic,3455,Diesel,37990,145.0,50.4,2.0
9354, Q3,2017,Manual,16514,Petrol,19445,150.0,49.6,1.4
9355, A5,2016,Automatic,53000,Diesel,17695,145.0,56.5,2.0
9356, Q3,2013,Automatic,42000,Diesel,13895,205.0,47.9,2.0
9357, Q2,2017,Manual,22492,Petrol,18995,145.0,50.4,1.4
9358, Q2,2018,Manual,18532,Petrol,16577,145.0,55.4,1.0
9359, Q2,2018,Automatic,9571,Petrol,19395,145.0,54.3,1.4
9360, A6,2003,Manual,129000,Diesel,2495,325.0,31.7,2.5
9361, A3,2016,Manual,57097,Diesel,10990,0.0,83.1,1.6
9362, Q3,2016,Manual,29858,Diesel,17990,30.0,60.1,2.0
9363, TT,2020,Automatic,150,Petrol,32990,145.0,38.7,2.0
9364, Q3,2017,Manual,21113,Petrol,19445,150.0,49.6,1.4
9365, A3,2017,Manual,19948,Petrol,18490,150.0,54.3,1.5
9366, A6,2017,Automatic,53596,Diesel,20990,150.0,54.3,2.0
