id,model,year,transmission,mileage,fueltype,price,tax
9371, Q3,2019,Automatic,1250,Petrol,35990,145
9372, Q8,2019,Automatic,1000,Diesel,67990,145
9373, Q2,2018,Automatic,7442,Petrol,23245,145
9374, Q2,2017,Manual,24755,Petrol,18495,145
9375, A3,2014,Manual,47000,Diesel,11990,20
9376, A3,2015,Manual,54623,Diesel,13240,20
9377, A3,2018,Automatic,27928,Petrol,21490,145
9378, A5,2018,Automatic,20500,Petrol,23990,145
9379, A3,2019,Manual,10000,Diesel,18990,150
9380, A3,2015,Manual,37238,Diesel,11490,0
9381, Q7,2015,Automatic,60043,Diesel,27900,205
9382, A1,2016,Manual,31436,Petrol,11490,0
9383, A4,2019,Automatic,3250,Petrol,27990,145
9384, A4,2019,Automatic,4750,Petrol,28990,145
9385, A4,2019,Automatic,2750,Diesel,27990,145
9386, Q2,2019,Manual,3000,Diesel,23990,145
9387, Q3,2019,Manual,10,Diesel,27990,145
9388, RS3,2020,Automatic,415,Petrol,41990,145
9389, A5,2019,Automatic,3466,Petrol,35990,145
9390, TT,2014,Manual,60000,Petrol,11990,165
9391, Q3,2013,Manual,42300,Diesel,12990,150
9392, A1,2017,Manual,26500,Petrol,11990,150
9393, A1,2014,Manual,32000,Diesel,10495,0
9394, A1,2014,Automatic,52000,Petrol,9495,30
9395, A4,2017,Manual,36187,Diesel,17445,20
9396, A5,2019,Automatic,8065,Diesel,27990,145
9397, Q5,2017,Automatic,12659,Diesel,28990,145
9398, Q7,2017,Automatic,32310,Diesel,33995,145
9399, Q5,2016,Automatic,73156,Diesel,23795,240
9400, A1,2016,Automatic,23000,Diesel,11990,0
9401, A4,2017,Manual,35000,Petrol,17490,125
9402, A3,2018,Automatic,18000,Petrol,20990,150
9403, A1,2013,Automatic,29180,Petrol,9995,30
9404, S3,2014,Automatic,38473,Petrol,17990,205
9405, A6,2015,Automatic,41101,Diesel,14995,20
9406, A5,2016,Automatic,15901,Petrol,21995,165
9407, A6,2016,Automatic,49461,Diesel,17995,125
9408, Q7,2019,Automatic,1335,Diesel,59990,145
9409, Q2,2017,Manual,16829,Petrol,17995,145
9410, A7,2017,Automatic,39309,Diesel,24490,145
9411, A5,2016,Automatic,19151,Petrol,23995,260
9412, A6,2019,Automatic,40000,Diesel,26490,145
9413, A4,2020,Automatic,203,Diesel,37995,145
9414, A3,2020,Manual,5000,Diesel,20995,145
9415, A1,2016,Manual,39463,Diesel,12490,0
9416, TT,2017,Manual,39929,Petrol,17445,145
9417, Q3,2019,Automatic,1082,Petrol,37490,145
9418, Q5,2019,Automatic,2100,Diesel,37900,145
9419, Q7,2019,Automatic,3454,Diesel,49990,145
9420, Q3,2020,Automatic,1500,Diesel,30990,145
9421, Q2,2019,Automatic,6826,Petrol,28490,145
9422, Q7,2016,Automatic,18578,Diesel,34990,200
9423, A1,2017,Manual,27411,Diesel,11495,145
9424, Q2,2017,Manual,17486,Petrol,20995,125
9425, A5,2016,Manual,27416,Diesel,17495,125
9426, Q3,2019,Automatic,10,Petrol,33990,145
9427, Q3,2019,Automatic,67,Petrol,37990,145
9428, Q7,2019,Automatic,10,Diesel,41799,145
9429, A5,2019,Automatic,4298,Diesel,31990,145
9430, Q7,2019,Automatic,10,Diesel,41495,145
9431, Q3,2019,Automatic,3986,Diesel,36990,145
9432, Q5,2019,Automatic,3552,Petrol,35990,145
9433, Q3,2020,Automatic,500,Diesel,34490,145
9434, A5,2020,Automatic,500,Petrol,37490,145
9435, A8,2020,Automatic,250,Diesel,78990,145
9436, Q5,2017,Automatic,33050,Petrol,28290,145
9437, Q5,2016,Automatic,44705,Diesel,31990,235
9438, Q3,2020,Manual,750,Petrol,32490,145
9439, A4,2015,Manual,39608,Diesel,13290,30
9440, A6,2019,Automatic,50,Diesel,31900,145
9441, A5,2019,Automatic,2302,Petrol,34990,145
9442, A1,2016,Manual,15352,Diesel,12790,0
9443, A4,2019,Automatic,1705,Petrol,34990,145
9444, A6,2017,Automatic,46520,Diesel,18990,145
9445, Q3,2018,Manual,6359,Petrol,21490,145
9446, RS5,2019,Automatic,1000,Petrol,53490,145
9447, A4,2019,Automatic,3212,Diesel,25990,145
9448, Q5,2019,Automatic,10,Diesel,45490,145
9449, Q2,2019,Automatic,4826,Petrol,33990,145
9450, TT,2019,Automatic,10,Petrol,54900,145
9451, A4,2019,Automatic,6464,Diesel,25990,145
9452, A4,2019,Automatic,1596,Petrol,28990,145
9453, A7,2019,Automatic,10,Diesel,33990,145
9454, A5,2017,Automatic,10490,Diesel,24490,145
9455, A1,2016,Manual,20257,Petrol,11645,0
9456, A8,2019,Automatic,4850,Diesel,38990,145
9457, A1,2017,Manual,11570,Petrol,12990,30
9458, A4,2019,Manual,750,Petrol,26990,145
9459, Q2,2017,Manual,9865,Petrol,17990,145
9460, A6,2015,Automatic,40479,Diesel,17495,20
9461, A3,2016,Manual,33719,Petrol,14345,30
9462, Q2,2017,Manual,26500,Petrol,16495,145
9463, Q3,2019,Automatic,2240,Petrol,34990,145
9464, TT,2019,Automatic,7881,Petrol,34490,145
9465, Q5,2019,Automatic,3439,Diesel,35490,145
9466, A3,2019,Manual,8480,Diesel,23240,145
9467, Q2,2019,Automatic,10,Petrol,30990,145
9468, A5,2019,Automatic,10,Petrol,31490,145
9469, A5,2019,Manual,10,Petrol,38990,145
9470, A5,2019,Automatic,10,Diesel,27990,145
9471, A3,2019,Manual,1639,Diesel,23990,145
9472, RS6,2015,Automatic,28123,Petrol,43990,555
9473, TT,2016,Manual,20052,Petrol,18790,160
9474, Q2,2019,Automatic,6648,Petrol,27490,145
9475, Q2,2019,Manual,6688,Petrol,24999,145
9476, A4,2019,Automatic,5973,Diesel,25990,145
9477, Q2,2018,Automatic,9231,Petrol,22990,145
9478, A8,2019,Automatic,1000,Diesel,39995,145
9479, RS4,2019,Automatic,4100,Petrol,56795,145
9480, Q3,2019,Automatic,10,Petrol,33990,145
9481, Q5,2019,Automatic,67,Diesel,34990,145
9482, A4,2019,Automatic,2475,Diesel,28990,145
9483, A6,2019,Automatic,5743,Diesel,29990,145
9484, Q5,2019,Automatic,569,Diesel,45990,145
9485, A4,2019,Automatic,2011,Diesel,29990,145
9486, A1,2016,Manual,26895,Petrol,11990,30
9487, Q2,2020,Automatic,101,Petrol,28490,145
9488, A1,2020,Automatic,94,Petrol,27995,145
9489, A5,2019,Automatic,86,Diesel,29990,145
9490, A6,2019,Automatic,2247,Diesel,32490,145
9491, Q3,2019,Automatic,4022,Diesel,29990,145
9492, Q3,2018,Manual,9000,Diesel,23490,145
9493, Q2,2020,Automatic,157,Diesel,31990,145
9494, A5,2019,Automatic,5100,Diesel,27490,145
9495, A4,2016,Manual,83020,Diesel,13995,30
9496, A6,2020,Automatic,5000,Petrol,38990,145
9497, Q3,2019,Manual,10,Petrol,26990,145
9498, Q2,2019,Manual,1707,Diesel,23990,145
9499, Q3,2019,Manual,529,Diesel,33490,145
9500, Q2,2019,Manual,1692,Diesel,23990,145
9501, Q3,2019,Automatic,6675,Petrol,35990,145
9502, A5,2019,Automatic,2776,Diesel,29999,145
9503, Q5,2019,Automatic,2808,Diesel,37990,145
9504, A1,2020,Automatic,244,Petrol,28445,145
9505, A3,2017,Automatic,33056,Petrol,24495,145
9506, A3,2016,Manual,30736,Petrol,13990,30
9507, A5,2016,Manual,38856,Diesel,18490,145
9508, Q5,2018,Automatic,14859,Petrol,29995,145
9509, A4,2019,Automatic,2250,Diesel,26990,145
9510, Q2,2019,Automatic,3883,Petrol,32990,145
9511, A5,2019,Automatic,97,Diesel,29495,145
9512, A5,2019,Automatic,6845,Diesel,27990,145
9513, Q2,2018,Manual,11000,Petrol,19995,145
9514, Q8,2019,Automatic,5680,Diesel,49495,145
9515, Q5,2018,Automatic,7266,Petrol,28995,145
9516, A3,2020,Manual,240,Diesel,26490,145
9517, Q8,2019,Automatic,7961,Diesel,67495,145
9518, A3,2019,Automatic,4680,Diesel,23990,145
9519, A1,2019,Automatic,1587,Petrol,22990,145
9520, A1,2019,Automatic,4717,Petrol,21990,145
9521, A1,2019,Automatic,4877,Petrol,22490,145
9522, Q3,2019,Manual,10,Petrol,26990,145
9523, Q2,2017,Manual,24000,Petrol,18395,145
9524, TT,2002,Manual,99000,Petrol,2876,295
9525, Q5,2019,Automatic,10,Diesel,44990,145
9526, A4,2019,Automatic,2260,Petrol,27990,145
9527, A4,2019,Automatic,2349,Diesel,22990,145
9528, Q3,2019,Automatic,7029,Diesel,27990,145
9529, Q5,2019,Automatic,220,Diesel,33990,145
9530, Q5,2019,Automatic,10,Diesel,44990,145
9531, Q5,2019,Automatic,10200,Diesel,38490,145
9532, A5,2019,Automatic,9150,Petrol,27999,145
9533, A1,2016,Manual,12900,Petrol,12490,0
9534, A1,2016,Manual,21516,Petrol,14245,30
9535, A4,2016,Manual,40500,Diesel,17990,30
9536, Q2,2017,Automatic,20508,Petrol,20495,145
9537, A3,2018,Manual,12134,Diesel,15490,145
9538, Q5,2019,Automatic,10499,Diesel,32490,145
9539, A6,2019,Automatic,3225,Diesel,31990,145
9540, Q3,2019,Automatic,2673,Diesel,38250,145
9541, A4,2015,Automatic,41594,Diesel,16950,205
9542, A3,2015,Automatic,29255,Diesel,12950,30
9543, A3,2017,Manual,21000,Petrol,15450,150
9544, A4,2007,Manual,125000,Petrol,2675,305
9545, A4,2005,Manual,123000,Petrol,3195,300
9546, A4,2019,Automatic,2000,Diesel,28490,145
9547, Q3,2016,Semi-Auto,63938,Diesel,16450,160
9548, TT,2016,Manual,52653,Diesel,15995,30
9549, A3,2017,Automatic,10081,Petrol,23990,150
9550, Q3,2019,Manual,10,Petrol,29995,145
9551, Q3,2019,Manual,10,Petrol,29995,145
9552, Q3,2019,Manual,2688,Diesel,28490,145
9553, Q5,2019,Automatic,2632,Diesel,39990,145
9554, A1,2019,Automatic,3651,Petrol,18950,150
9555, A3,2014,Manual,50652,Diesel,10950,0
9556, Q2,2017,Manual,22939,Petrol,16450,150
9557, A1,2017,Manual,8500,Petrol,13950,150
9558, A3,2016,Semi-Auto,22219,Petrol,15995,30
9559, A1,2014,Manual,23000,Diesel,12450,0
9560, Q5,2017,Automatic,55903,Diesel,22950,145
9561, A5,2017,Automatic,15000,Diesel,24950,150
9562, Q2,2019,Manual,5000,Diesel,24490,145
9563, A1,2019,Automatic,5000,Petrol,23290,145
9564, A5,2019,Manual,10,Petrol,30990,145
9565, A5,2019,Manual,10,Petrol,30990,145
9566, A5,2020,Automatic,10,Petrol,30990,145
9567, Q7,2019,Automatic,7872,Diesel,44750,145
9568, A5,2019,Automatic,3153,Diesel,28950,145
9569, A5,2019,Automatic,6129,Diesel,28450,145
9570, Q7,2018,Automatic,18988,Diesel,51450,145
9571, Q3,2015,Automatic,31094,Petrol,21950,200
9572, TT,2017,Manual,37614,Petrol,18750,145
9573, Q2,2018,Manual,11794,Petrol,19450,145
9574, A1,2017,Manual,21517,Petrol,19950,150
9575, Q2,2019,Manual,6750,Petrol,20450,150
9576, Q2,2017,Automatic,7325,Diesel,22950,150
9577, A1,2014,Manual,28061,Petrol,11950,20
9578, A6,2017,Automatic,37973,Diesel,21450,145
9579, A3,2014,Manual,28181,Petrol,12950,30
9580, A7,2018,Automatic,17087,Diesel,33950,150
9581, Q2,2019,Automatic,5204,Petrol,30950,145
9582, Q3,2019,Manual,3457,Petrol,28750,145
9583, Q3,2019,Automatic,3878,Diesel,28450,145
9584, A4,2019,Automatic,3629,Diesel,28450,145
9585, A5,2019,Automatic,4074,Diesel,25950,145
9586, Q7,2020,Automatic,2402,Diesel,60950,145
9587, RS4,2019,Automatic,5159,Petrol,59450,145
9588, A5,2018,Automatic,12195,Diesel,22950,145
9589, Q3,2019,Manual,2506,Petrol,27950,145
9590, Q3,2019,Manual,1534,Petrol,28250,145
9591, A3,2017,Automatic,33741,Diesel,18950,145
9592, A6,2016,Automatic,31931,Diesel,18950,125
9593, RS4,2018,Automatic,23996,Petrol,49950,145
9594, A4,2017,Automatic,17563,Diesel,19450,30
9595, A3,2015,Automatic,27007,Petrol,19950,200
9596, A1,2016,Manual,49470,Petrol,11950,30
9597, Q2,2017,Manual,24986,Petrol,18950,145
9598, Q3,2019,Manual,10,Diesel,28490,145
9599, Q3,2019,Manual,10,Petrol,27490,145
9600, A4,2019,Automatic,9633,Petrol,25450,145
9601, A8,2019,Automatic,8076,Petrol,44950,145
9602, A4,2019,Automatic,8299,Diesel,26250,145
9603, Q3,2017,Manual,25670,Diesel,19950,145
9604, Q7,2017,Automatic,39202,Diesel,34950,200
9605, Q3,2017,Automatic,22036,Petrol,22950,145
9606, Q3,2019,Automatic,13639,Petrol,27950,145
9607, A1,2012,Manual,70000,Diesel,7475,0
9608, A3,2011,Manual,70000,Diesel,6875,30
9609, Q2,2018,Automatic,19529,Petrol,20450,145
9610, Q2,2018,Automatic,13145,Petrol,24950,145
9611, Q2,2018,Automatic,31352,Petrol,19950,145
9612, A4,2016,Automatic,15135,Diesel,18950,20
9613, Q3,2016,Manual,20719,Diesel,20950,160
9614, A1,2017,Manual,26950,Petrol,12950,0
9615, Q3,2020,Manual,10,Petrol,28490,145
9616, Q7,2019,Automatic,6331,Diesel,45990,145
9617, A5,2019,Automatic,6445,Diesel,27490,145
9618, Q2,2019,Manual,13,Diesel,21990,145
9619, Q3,2020,Manual,24,Petrol,33990,145
9620, A3,2016,Manual,17045,Petrol,22950,200
9621, Q5,2017,Automatic,46048,Diesel,23950,145
9622, A3,2010,Manual,97000,Diesel,4295,20
9623, A3,2012,Manual,46000,Petrol,5995,205
9624, A3,2010,Manual,65000,Diesel,6475,145
9625, Q3,2012,Manual,33029,Diesel,12990,205
9626, A1,2011,Manual,45000,Diesel,6475,0
9627, TT,2012,Manual,66896,Petrol,8990,165
9628, A3,2012,Manual,55000,Diesel,6675,30
9629, A4,2010,Manual,80000,Diesel,7375,150
9630, A5,2014,Manual,78812,Diesel,10990,30
9631, Q3,2019,Manual,1459,Petrol,29450,145
9632, Q3,2019,Manual,1720,Petrol,29250,145
9633, A1,2012,Manual,65794,Diesel,6790,0
9634, A5,2009,Manual,73848,Petrol,6695,235
9635, A3,2007,Manual,104000,Diesel,2795,145
9636, A3,2019,Automatic,2500,Diesel,24750,145
9637, A1,2016,Manual,40494,Petrol,10550,0
9638, A1,2016,Manual,52820,Diesel,10695,0
9639, A6,2019,Automatic,8305,Diesel,32750,145
9640, A1,2014,Manual,70000,Diesel,7475,0
9641, Q7,2014,Semi-Auto,34000,Diesel,22995,555
9642, A3,2011,Manual,87000,Diesel,5290,30
9643, Q7,2017,Automatic,34003,Diesel,37950,145
9644, Q3,2016,Automatic,18515,Petrol,23950,200
9645, A4,2016,Manual,15261,Diesel,19950,30
9646, Q3,2019,Automatic,9859,Diesel,27950,145
9647, Q3,2017,Manual,39087,Diesel,18450,145
9648, A5,2019,Automatic,3306,Diesel,32450,145
9649, A5,2019,Automatic,2000,Diesel,32950,145
9650, A5,2019,Automatic,615,Diesel,30950,145
9651, A1,2020,Automatic,1406,Petrol,28950,145
9652, A1,2019,Automatic,3700,Petrol,23450,145
9653, Q3,2019,Manual,2298,Diesel,29450,145
9654, A7,2019,Automatic,978,Diesel,35950,145
9655, A1,2013,Manual,49547,Diesel,7490,0
9656, A3,2010,Manual,107304,Diesel,4490,125
9657, A1,2014,Manual,60000,Petrol,8275,125
9658, A1,2012,Manual,56472,Diesel,6975,20
9659, A1,2013,Manual,75000,Diesel,6575,0
9660, TT,2010,Manual,49879,Petrol,6990,265
9661, A4,2014,Manual,75261,Diesel,10475,125
9662, A4,2014,Manual,51514,Diesel,9999,30
9663, A3,2016,Manual,19323,Petrol,12299,20
9664, A5,2014,Automatic,83587,Diesel,8999,145
9665, A3,2015,Manual,73643,Petrol,7999,30
9666, A1,2015,Manual,51395,Diesel,9999,0
9667, A5,2016,Manual,46107,Petrol,14999,200
9668, A6,2017,Automatic,47506,Diesel,18999,30
9669, Q5,2018,Automatic,25531,Petrol,25999,145
9670, A1,2016,Manual,23640,Petrol,11999,30
9671, A3,2013,Automatic,31244,Diesel,12499,30
9672, TT,2011,Automatic,75309,Petrol,9099,200
9673, A3,2014,Manual,39828,Petrol,9999,30
9674, A1,2016,Manual,26586,Petrol,12599,30
9675, Q3,2017,Automatic,15003,Petrol,19999,145
9676, A3,2018,Automatic,22739,Diesel,14999,145
9677, TT,2017,Manual,12205,Diesel,17799,30
9678, A3,2015,Automatic,50497,Petrol,15399,160
9679, A3,2015,Manual,35425,Diesel,11899,0
9680, A3,2015,Automatic,17456,Petrol,15282,30
9681, A4,2016,Manual,17418,Diesel,14799,0
9682, A1,2016,Manual,15224,Diesel,11499,0
9683, A3,2015,Manual,63769,Diesel,9216,20
9684, A3,2015,Manual,33207,Diesel,14999,20
9685, A1,2015,Manual,31509,Petrol,10349,0
9686, A1,2012,Manual,44775,Petrol,8999,125
9687, A1,2015,Manual,30006,Petrol,12521,30
9688, TT,2016,Manual,52384,Diesel,12599,30
9689, A1,2016,Manual,12730,Petrol,11299,30
9690, A4,2006,Automatic,105000,Petrol,3495,300
9691, Q5,2011,Manual,168017,Diesel,6195,200
9692, A4,2012,Automatic,43269,Petrol,11999,145
9693, A5,2016,Manual,63332,Diesel,14800,125
9694, A5,2016,Manual,28418,Diesel,15250,145
9695, Q3,2016,Automatic,49530,Diesel,16999,160
9696, Q3,2017,Automatic,26360,Petrol,17799,145
9697, A5,2014,Automatic,69212,Diesel,12699,125
9698, A7,2013,Automatic,76597,Diesel,14699,200
9699, Q5,2014,Automatic,37459,Petrol,19999,260
9700, A1,2016,Manual,17271,Petrol,11899,30
9701, Q3,2015,Manual,51034,Diesel,13999,125
9702, A3,2014,Automatic,44880,Petrol,10799,30
9703, TT,2015,Automatic,58231,Petrol,15299,160
9704, TT,2015,Manual,34897,Petrol,14799,160
9705, Q5,2015,Manual,80521,Diesel,15099,200
9706, A4,2016,Automatic,70248,Diesel,12499,20
9707, TT,2015,Manual,26258,Petrol,16999,145
9708, Q5,2010,Manual,77295,Diesel,9299,235
9709, A3,2017,Manual,13291,Diesel,13995,145
9710, A6,2016,Manual,38200,Diesel,13799,30
9711, Q3,2017,Manual,56653,Diesel,15699,30
9712, A6,2015,Automatic,80232,Diesel,15799,125
9713, A5,2014,Automatic,57873,Diesel,12199,125
9714, A6,2016,Automatic,45194,Diesel,14999,20
9715, S3,2016,Semi-Auto,22445,Petrol,22745,160
9716, A3,2009,Manual,63241,Petrol,5000,200
9717, A1,2013,Automatic,51476,Petrol,9799,125
9718, A3,2016,Automatic,34078,Diesel,14299,125
9719, A3,2015,Automatic,29460,Diesel,11999,30
9720, A3,2011,Manual,85246,Diesel,5899,30
9721, A6,2013,Manual,83297,Diesel,8399,145
9722, A5,2015,Manual,79651,Diesel,10800,145
9723, A4,2016,Manual,88151,Diesel,10200,20
9724, A4,2014,Automatic,45411,Diesel,12995,125
9725, TT,2012,Semi-Auto,56441,Petrol,14000,265
9726, A3,2013,Manual,49525,Diesel,7000,20
9727, A3,2008,Manual,136000,Diesel,2995,205
9728, A3,2008,Manual,119000,Petrol,4495,260
9729, A5,2009,Manual,108000,Petrol,5495,160
9730, A5,2011,Manual,85000,Diesel,8395,200
9731, A4,2016,Manual,44328,Diesel,14729,20
9732, A4,2007,Manual,89000,Diesel,5495,220
9733, Q5,2008,Manual,83000,Diesel,8495,230
9734, TT,2008,Automatic,82000,Petrol,5495,260
9735, Q5,2010,Automatic,82397,Diesel,11099,300
9736, A6,2016,Automatic,52287,Diesel,18999,125
9737, Q5,2009,Manual,62000,Diesel,9495,235
9738, Q7,2014,Automatic,30500,Diesel,25449,280
9739, S8,2015,Automatic,25500,Petrol,31250,305
9740, RS6,2015,Automatic,24987,Petrol,44950,315
9741, Q5,2013,Automatic,39780,Diesel,15500,195
9742, A4,2013,Automatic,50765,Diesel,9350,125
9743, A3,2009,Manual,68470,Petrol,5295,150
9744, A3,2013,Manual,40646,Diesel,8599,0
9745, A3,2016,Manual,70070,Diesel,10099,0
9746, A8,2015,Automatic,41522,Diesel,19699,200
9747, A1,2016,Manual,19356,Diesel,10199,0
9748, A4,2016,Manual,72419,Diesel,10999,20
9749, Q3,2016,Manual,52080,Diesel,15699,145
9750, A6,2014,Automatic,56292,Diesel,13794,150
9751, Q3,2015,Manual,55000,Diesel,15975,160
9752, Q3,2015,Manual,63000,Diesel,14250,125
9753, A3,2017,Manual,34900,Petrol,14975,30
9754, A3,2015,Manual,55583,Diesel,12700,20
9755, A1,2018,Manual,10749,Petrol,15899,145
9756, Q3,2015,Manual,89330,Diesel,10999,30
9757, A6,2016,Semi-Auto,50000,Diesel,17975,30
9758, A4,2015,Manual,69000,Diesel,10475,145
9759, TT,2014,Manual,27400,Petrol,19995,265
9760, A3,2015,Automatic,40000,Diesel,13995,125
9761, A1,2016,Manual,12000,Petrol,11995,0
9762, A3,2015,Automatic,41000,Petrol,11695,30
9763, A3,2016,Manual,31558,Petrol,13995,20
9764, A1,2016,Manual,21596,Petrol,11499,0
9765, Q3,2016,Automatic,52521,Diesel,15499,145
9766, A5,2015,Manual,65000,Diesel,10995,150
9767, A3,2013,Manual,75000,Diesel,6475,20
9768, A5,2014,Manual,55000,Diesel,12475,30
9769, A5,2012,Manual,70000,Diesel,8975,125
9770, TT,2012,Manual,75000,Diesel,7975,145
9771, RS4,2014,Manual,60000,Petrol,25975,555
9772, A3,2010,Manual,50000,Petrol,6475,145
9773, A5,2012,Manual,60000,Diesel,9475,125
9774, A1,2015,Manual,52319,Diesel,9199,0
9775, Q7,2013,Automatic,69638,Diesel,17499,300
9776, A6,2012,Automatic,54373,Diesel,12999,200
9777, A1,2016,Automatic,18251,Petrol,14999,30
9778, A5,2015,Automatic,18256,Petrol,19999,260
9779, A3,2017,Manual,38392,Diesel,16299,145
9780, Q2,2018,Manual,9694,Petrol,19699,145
9781, A4,2015,Manual,49597,Diesel,13500,125
9782, A5,2015,Manual,18560,Diesel,13500,20
9783, A4,2016,Manual,39989,Diesel,14799,0
9784, A3,2015,Manual,42761,Diesel,10799,0
9785, A4,2016,Manual,58204,Diesel,12499,0
9786, A3,2015,Manual,50325,Diesel,9999,0
9787, A6,2016,Manual,55258,Diesel,15853,30
9788, A4,2017,Automatic,51527,Diesel,17480,145
9789, A3,1998,Automatic,55000,Petrol,4999,265
9790, A3,2011,Manual,38264,Diesel,7450,30
9791, A3,2012,Manual,73994,Diesel,6450,30
9792, A1,2011,Manual,107000,Petrol,6295,125
9793, A1,2011,Manual,65000,Petrol,6995,125
9794, A3,2016,Manual,51091,Diesel,14799,20
9795, A3,2015,Manual,30690,Diesel,10999,0
9796, A1,2014,Manual,41083,Diesel,8400,0
9797, A3,2015,Manual,83764,Diesel,8999,20
9798, Q7,2014,Automatic,44985,Diesel,21999,300
9799, A5,2017,Automatic,38771,Diesel,19299,145
9800, Q5,2015,Automatic,48634,Diesel,19499,200
9801, A1,2016,Manual,34291,Diesel,10299,0
9802, TT,2016,Manual,16917,Petrol,16499,145
9803, A5,2016,Automatic,53085,Diesel,14999,145
9804, A4,2016,Automatic,49093,Diesel,14899,30
9805, A7,2014,Automatic,42709,Diesel,16800,200
9806, Q3,2017,Automatic,22130,Petrol,19500,145
9807, S5,2013,Automatic,35000,Petrol,17495,300
9808, Q5,2017,Automatic,40860,Diesel,21100,200
9809, A4,2015,Automatic,21508,Diesel,13495,125
9810, A4,2011,Manual,90000,Diesel,5995,30
9811, TT,2003,Automatic,43000,Petrol,6490,325
9812, A1,2015,Manual,25936,Diesel,11999,0
9813, A3,2015,Manual,55443,Petrol,10999,30
9814, A4,2016,Manual,14380,Diesel,14599,0
9815, A3,2015,Manual,82932,Diesel,9699,20
9816, A3,2017,Manual,18713,Petrol,13999,145
9817, A3,2017,Manual,21349,Petrol,25999,200
9818, A3,2016,Manual,36851,Diesel,10799,0
9819, A1,2017,Manual,14087,Petrol,13199,30
9820, A3,2015,Manual,87549,Diesel,8499,20
9821, A4,2016,Manual,31182,Petrol,12499,125
9822, A1,2016,Automatic,52865,Diesel,10999,0
9823, A6,2008,Manual,323000,Diesel,2490,200
9824, A6,2016,Manual,44273,Diesel,13999,30
9825, A4,2015,Automatic,86281,Diesel,11199,125
9826, A3,2013,Automatic,65356,Diesel,10499,20
9827, A3,2018,Manual,8507,Diesel,14650,145
9828, A3,2015,Automatic,32623,Petrol,14959,30
9829, A3,2015,Automatic,4983,Petrol,16500,160
9830, S4,2007,Manual,101000,Petrol,5995,555
9831, A3,2017,Manual,34000,Diesel,11995,20
9832, A1,2017,Manual,16000,Petrol,12495,30
9833, Q3,2015,Manual,56960,Diesel,12399,30
9834, A6,2016,Manual,30167,Diesel,14999,30
9835, A5,2016,Manual,84523,Diesel,11259,20
9836, A3,2015,Manual,55122,Diesel,9989,0
9837, A5,2016,Automatic,23449,Diesel,19799,145
9838, A3,2017,Manual,25728,Diesel,16995,145
9839, A1,2016,Manual,31583,Diesel,10999,0
9840, A4,2016,Automatic,82028,Petrol,11749,30
9841, A4,2015,Manual,34214,Diesel,11559,20
9842, A1,2016,Manual,16569,Petrol,10699,0
9843, A1,2016,Manual,31282,Petrol,9999,0
9844, TT,2009,Manual,83967,Petrol,5995,300
9845, A3,2016,Automatic,63180,Diesel,14295,125
9846, TT,2017,Manual,33105,Petrol,16995,145
9847, A1,2015,Manual,77288,Diesel,8199,0
9848, A3,2016,Automatic,36714,Diesel,11999,0
9849, A4,2016,Manual,54327,Diesel,13499,20
9850, A3,2016,Manual,17363,Petrol,13999,20
9851, A6,2017,Manual,46424,Diesel,15999,30
9852, Q5,2016,Automatic,47614,Diesel,17299,200
9853, A4,2008,Automatic,130000,Diesel,3995,200
9854, Q3,2017,Automatic,25000,Petrol,21000,145
9855, A1,2014,Manual,25088,Petrol,10959,125
9856, A3,2017,Manual,24655,Diesel,13995,145
9857, A1,2016,Manual,34980,Diesel,11599,0
9858, A6,2012,Manual,81088,Diesel,9199,145
9859, A7,2014,Automatic,47317,Diesel,19499,145
9860, A3,2013,Manual,51535,Diesel,8299,20
9861, A1,2013,Manual,47337,Diesel,8599,0
9862, A3,2016,Manual,36699,Petrol,11419,30
9863, A3,2017,Manual,56244,Petrol,10999,20
9864, Q3,2016,Manual,22000,Diesel,15995,30
9865, A6,2007,Automatic,136000,Diesel,3995,240
9866, A4,2015,Automatic,30000,Diesel,17995,200
9867, A4,2011,Manual,55000,Petrol,9495,200
9868, Q7,2012,Automatic,91229,Diesel,16995,300
9869, R8,2015,Automatic,23924,Petrol,54945,570
9870, A6,2016,Automatic,69807,Diesel,19465,125
9871, S3,2018,Automatic,24500,Petrol,27995,150
9872, RS3,2015,Automatic,48798,Petrol,27995,305
9873, A3,2014,Manual,81000,Diesel,7499,0
9874, Q5,2016,Automatic,36358,Diesel,20499,200
9875, A3,2015,Manual,12119,Diesel,12995,30
9876, Q5,2013,Automatic,52243,Diesel,15999,200
9877, A6,2013,Automatic,81459,Diesel,11999,145
9878, A4,2010,Manual,113000,Diesel,9395,135
9879, A4,2008,Manual,98000,Diesel,6450,160
9880, A4,2006,Automatic,74000,Petrol,7995,570
9881, A4,2009,Automatic,93000,Petrol,7995,325
9882, A6,2012,Automatic,93000,Diesel,12495,200
9883, A3,2007,Manual,128000,Diesel,2995,200
9884, A5,2010,Manual,120000,Diesel,7495,165
9885, A3,2015,Manual,97370,Petrol,10000,30
9886, A6,2014,Automatic,56220,Diesel,14000,30
9887, TT,2017,Manual,65290,Diesel,14795,150
9888, A6,2015,Manual,78120,Diesel,10795,30
9889, A3,2016,Manual,41165,Diesel,10799,0
9890, A3,2016,Manual,33622,Petrol,12599,20
9891, A1,2017,Manual,35769,Petrol,13399,30
9892, Q7,2016,Automatic,43380,Diesel,29499,200
