number_of_rooms,number_of_bathrooms,sqft,location,days_on_market,initial_price,neighborhood,rental_price
3,2,859,poor,23,4430,northwest,4403.42
0,1,534,poor,56,1386,northwest,1286.208
2,1,936,poor,47,3071,northwest,2905.166
3,2,911,good,7,4665,west_welmwood,4665
2,1,900,poor,24,3258,northwest,3231.936
3,2,933,good,10,4719,west_welmwood,4719
1,1,464,great,5,2366,east_elmwood,2366
2,1,773,poor,44,2961,northwest,2818.872
0,1,203,poor,26,1295,northwest,1279.46
1,1,321,poor,18,1605,northwest,1605
1,1,539,good,4,1976,west_welmwood,1976
1,1,655,poor,45,1723,northwest,1636.85
3,2,1185,good,4,4991,west_welmwood,4991
1,1,611,poor,25,1904,northwest,1884.96
0,1,509,good,11,1833,west_welmwood,1833
2,1,666,good,8,3165,west_welmwood,3165
2,1,539,poor,47,2621,northwest,2479.466
0,1,442,poor,30,1546,northwest,1515.08
1,1,690,poor,34,1809,northwest,1758.348
3,2,1062,good,14,4744,west_welmwood,4744
1,1,428,good,8,1880,west_welmwood,1880
3,2,814,poor,60,4057,northwest,3732.44
2,1,742,poor,38,2989,northwest,2881.396
1,1,618,poor,62,1495,northwest,1369.42
1,1,384,great,10,2250,east_elmwood,2250
2,1,506,great,13,3521,east_elmwood,3521
0,1,286,poor,35,1344,northwest,1303.68
0,1,152,great,4,1973,east_elmwood,1973
0,1,131,good,7,1412,west_welmwood,1412
3,2,1079,good,9,4866,west_welmwood,4866
2,1,904,poor,33,3141,northwest,3059.334
2,1,804,good,6,3327,west_welmwood,3327
0,1,384,good,7,1736,west_welmwood,1736
0,1,264,poor,27,1344,northwest,1325.184
0,1,542,poor,17,1816,northwest,1816
3,2,1236,poor,55,4549,northwest,4230.57
0,1,487,good,10,1820,west_welmwood,1820
0,1,286,poor,55,1091,northwest,1014.63
0,1,351,good,12,1606,west_welmwood,1606
0,1,534,great,8,2345,east_elmwood,2345
0,1,461,good,6,1780,west_welmwood,1780
2,1,768,good,6,3269,west_welmwood,3269
2,1,949,great,5,3998,east_elmwood,3998
1,1,638,poor,31,1802,northwest,1762.356
0,1,135,good,10,1466,west_welmwood,1466
1,1,724,poor,44,1760,northwest,1675.52
0,1,131,good,8,1439,west_welmwood,1439
3,2,1241,great,2,5615,east_elmwood,5615
0,1,524,great,5,2348,east_elmwood,2348
1,1,494,good,10,1875,west_welmwood,1875
1,1,592,poor,33,1739,northwest,1693.786
2,1,759,poor,61,2720,northwest,2496.96
0,1,176,good,3,1572,west_welmwood,1572
1,1,435,poor,16,1814,northwest,1814
3,2,966,poor,28,4583,northwest,4509.672
0,1,466,poor,31,1529,northwest,1495.362
1,1,507,good,8,1932,west_welmwood,1932
3,2,1012,poor,35,4527,northwest,4391.19
0,1,533,good,6,1849,west_welmwood,1849
2,1,837,great,13,3834,east_elmwood,3834
1,1,509,good,11,1916,west_welmwood,1916
0,1,165,good,5,1562,west_welmwood,1562
3,2,1055,great,0,5400,east_elmwood,5400
0,1,267,good,2,1634,west_welmwood,1634
2,1,545,good,9,3067,west_welmwood,3067
3,2,1085,good,1,4931,west_welmwood,4931
0,1,273,poor,30,1400,northwest,1372
2,1,692,poor,31,2948,northwest,2883.144
2,1,527,great,11,3468,east_elmwood,3468
3,2,1144,good,3,4994,west_welmwood,4994
0,1,288,great,0,2151,east_elmwood,2151
0,1,313,poor,45,1239,northwest,1177.05
0,1,124,good,12,1406,west_welmwood,1406
1,1,332,poor,36,1496,northwest,1448.128
2,1,724,good,14,3220,west_welmwood,3220
1,1,429,great,0,2445,east_elmwood,2445
2,1,752,good,1,3361,west_welmwood,3361
3,2,825,great,6,5124,east_elmwood,5124
3,2,1190,good,1,5008,west_welmwood,5008
2,1,579,poor,58,2575,northwest,2379.3
3,2,1069,poor,49,4472,northwest,4212.624
0,1,345,poor,45,1309,northwest,1243.55
0,1,293,great,8,2124,east_elmwood,2124
0,1,134,good,4,1490,west_welmwood,1490
1,1,477,poor,31,1643,northwest,1606.854
0,1,211,poor,35,1281,northwest,1242.57
3,2,1106,good,3,4951,west_welmwood,4951
1,1,429,great,3,2442,east_elmwood,2442
3,2,1186,poor,45,4551,northwest,4323.45
0,1,287,good,13,1594,west_welmwood,1594
2,1,927,great,0,3981,east_elmwood,3981
3,2,1073,great,4,5379,east_elmwood,5379
0,1,166,poor,15,1394,northwest,1394
2,1,598,great,7,3600,east_elmwood,3600
2,1,908,good,5,3482,west_welmwood,3482
2,1,788,good,1,3364,west_welmwood,3364
1,1,330,poor,43,1414,northwest,1348.956
3,2,1233,good,9,4982,west_welmwood,4982
1,1,496,good,3,1929,west_welmwood,1929
3,2,1209,good,6,5039,west_welmwood,5039
3,2,1224,poor,55,4500,northwest,4185
1,1,409,good,2,1863,west_welmwood,1863
2,1,605,good,10,3120,west_welmwood,3120
2,1,517,poor,17,2916,northwest,2916
1,1,515,great,0,2558,east_elmwood,2558
1,1,373,great,4,2363,east_elmwood,2363
2,1,637,great,8,3702,east_elmwood,3702
0,1,219,poor,46,1158,northwest,1097.784
0,1,151,great,0,2053,east_elmwood,2053
0,1,187,great,3,2058,east_elmwood,2058
0,1,158,poor,20,1338,northwest,1338
0,1,146,good,6,1463,west_welmwood,1463
1,1,493,good,4,1960,west_welmwood,1960
1,1,348,good,2,1853,west_welmwood,1853
2,1,603,poor,22,2956,northwest,2944.176
1,1,546,good,9,1930,west_welmwood,1930
3,2,1144,good,2,4932,west_welmwood,4932
0,1,413,good,12,1674,west_welmwood,1674
0,1,341,great,12,2156,east_elmwood,2156
2,1,624,great,12,3642,east_elmwood,3642
1,1,478,great,5,2434,east_elmwood,2434
1,1,683,poor,64,1559,northwest,1421.808
1,1,581,poor,34,1782,northwest,1732.104
3,2,1210,good,1,5081,west_welmwood,5081
1,1,658,great,3,2633,east_elmwood,2633
2,1,758,poor,58,2745,northwest,2536.38
1,1,611,good,2,2109,west_welmwood,2109
1,1,522,good,10,1878,west_welmwood,1878
1,1,612,great,11,2516,east_elmwood,2516
0,1,408,good,2,1783,west_welmwood,1783
2,1,789,poor,34,3021,northwest,2936.412
3,2,963,good,7,4710,west_welmwood,4710
2,1,718,great,1,3856,east_elmwood,3856
0,1,403,poor,40,1428,northwest,1370.88
1,1,598,poor,22,1879,northwest,1871.484
1,1,689,good,1,2183,west_welmwood,2183
0,1,418,great,1,2314,east_elmwood,2314
2,1,727,poor,54,2809,northwest,2617.988
1,1,738,great,8,2665,east_elmwood,2665
3,2,1130,great,10,5400,east_elmwood,5400
3,2,1057,good,9,4773,west_welmwood,4773
1,1,719,great,0,2669,east_elmwood,2669
1,1,472,good,1,1971,west_welmwood,1971
1,1,745,good,6,2170,west_welmwood,2170
1,1,443,good,5,1934,west_welmwood,1934
3,2,1075,great,14,5236,east_elmwood,5236
3,2,1144,good,2,5021,west_welmwood,5021
1,1,339,great,8,2210,east_elmwood,2210
1,1,575,good,5,1995,west_welmwood,1995
2,1,542,good,1,3084,west_welmwood,3084
0,1,439,good,4,1793,west_welmwood,1793
2,1,877,great,3,3963,east_elmwood,3963
0,1,457,poor,46,1407,northwest,1333.836
0,1,388,poor,36,1380,northwest,1335.84
0,1,484,poor,21,1677,northwest,1673.646
0,1,500,poor,21,1687,northwest,1683.626
3,2,942,good,0,4781,west_welmwood,4781
3,2,1204,poor,64,4437,northwest,4046.544
3,2,1102,good,13,4820,west_welmwood,4820
1,1,603,poor,44,1712,northwest,1629.824
1,1,499,good,6,1979,west_welmwood,1979
2,1,582,good,3,3200,west_welmwood,3200
3,2,874,poor,44,4292,northwest,4085.984
3,2,967,great,9,5269,east_elmwood,5269
1,1,668,great,4,2619,east_elmwood,2619
0,1,530,great,7,2369,east_elmwood,2369
2,1,750,good,11,3190,west_welmwood,3190
0,1,263,good,4,1653,west_welmwood,1653
1,1,467,good,2,1985,west_welmwood,1985
3,2,1039,poor,39,4471,northwest,4301.102
0,1,187,good,6,1489,west_welmwood,1489
0,1,209,poor,50,1100,northwest,1034
0,1,398,poor,59,1201,northwest,1107.322
3,2,945,poor,63,4131,northwest,3775.734
2,1,657,poor,31,2920,northwest,2855.76
1,1,537,good,1,2023,west_welmwood,2023
0,1,334,great,2,2231,east_elmwood,2231
2,1,660,great,9,3678,east_elmwood,3678
1,1,479,good,6,1903,west_welmwood,1903
3,2,917,poor,64,4102,northwest,3741.024
2,1,898,good,7,3389,west_welmwood,3389
2,1,822,great,1,3950,east_elmwood,3950
0,1,270,poor,47,1156,northwest,1093.576
2,1,625,poor,64,2613,northwest,2383.056
0,1,268,poor,45,1248,northwest,1185.6
0,1,218,poor,46,1131,northwest,1072.188
0,1,422,poor,45,1402,northwest,1331.9
2,1,766,poor,61,2790,northwest,2561.22
0,1,224,good,3,1638,west_welmwood,1638
2,1,762,good,1,3326,west_welmwood,3326
2,1,782,good,3,3318,west_welmwood,3318
0,1,518,poor,36,1537,northwest,1487.816
1,1,548,good,1,2076,west_welmwood,2076
1,1,665,poor,44,1750,northwest,1666
2,1,723,good,3,3340,west_welmwood,3340
0,1,373,good,14,1599,west_welmwood,1599
0,1,442,poor,63,1205,northwest,1101.37
2,1,743,poor,49,2861,northwest,2695.062
2,1,872,poor,35,3072,northwest,2979.84
1,1,504,good,5,1988,west_welmwood,1988
2,1,829,great,10,3837,east_elmwood,3837
1,1,314,good,13,1656,west_welmwood,1656
0,1,418,great,13,2186,east_elmwood,2186
1,1,312,poor,29,1509,northwest,1481.838
2,1,548,poor,17,3012,northwest,3012
1,1,524,great,7,2475,east_elmwood,2475
3,2,1142,good,14,4841,west_welmwood,4841
2,1,929,great,9,3918,east_elmwood,3918
1,1,505,great,3,2499,east_elmwood,2499
2,1,665,poor,16,3097,northwest,3097
0,1,109,great,13,1873,east_elmwood,1873
0,1,290,poor,37,1274,northwest,1230.684
3,2,1213,good,10,5001,west_welmwood,5001
2,1,728,good,12,3185,west_welmwood,3185
2,1,933,good,5,3520,west_welmwood,3520
2,1,895,poor,23,3263,northwest,3243.422
2,1,547,poor,23,2896,northwest,2878.624
0,1,549,poor,41,1587,northwest,1520.346
0,1,217,poor,34,1258,northwest,1222.776
1,1,492,poor,56,1414,northwest,1312.192
1,1,421,good,10,1818,west_welmwood,1818
3,2,1034,poor,15,4684,northwest,4684
2,1,944,good,10,3477,west_welmwood,3477
1,1,347,good,12,1681,west_welmwood,1681
3,2,1208,good,14,4951,west_welmwood,4951
0,1,449,good,4,1802,west_welmwood,1802
0,1,464,great,5,2343,east_elmwood,2343
0,1,205,poor,55,1085,northwest,1009.05
1,1,435,good,9,1891,west_welmwood,1891
1,1,682,great,10,2617,east_elmwood,2617
1,1,317,poor,57,1244,northwest,1151.944
1,1,730,great,12,2649,east_elmwood,2649
1,1,668,good,14,2036,west_welmwood,2036
3,2,1199,good,4,5000,west_welmwood,5000
0,1,461,great,11,2224,east_elmwood,2224
2,1,576,poor,43,2727,northwest,2601.558
3,2,1028,good,3,4845,west_welmwood,4845
2,1,601,good,5,3154,west_welmwood,3154
0,1,122,poor,33,1178,northwest,1147.372
0,1,390,great,5,2241,east_elmwood,2241
2,1,845,great,7,3891,east_elmwood,3891
0,1,511,good,1,1881,west_welmwood,1881
3,2,998,poor,46,4435,northwest,4204.38
3,2,1042,good,2,4860,west_welmwood,4860
0,1,195,great,0,2122,east_elmwood,2122
1,1,305,poor,17,1636,northwest,1636
2,1,839,great,13,3820,east_elmwood,3820
3,2,1218,good,1,5045,west_welmwood,5045
1,1,443,great,6,2401,east_elmwood,2401
3,2,1203,poor,57,4453,northwest,4123.478
1,1,429,good,5,1838,west_welmwood,1838
3,2,1189,good,10,4899,west_welmwood,4899
1,1,303,good,14,1695,west_welmwood,1695
0,1,254,poor,64,1061,northwest,967.632
0,1,208,poor,55,1053,northwest,979.29
1,1,453,great,8,2397,east_elmwood,2397
0,1,230,great,14,2012,east_elmwood,2012
0,1,198,good,9,1470,west_welmwood,1470
3,2,1132,good,13,4886,west_welmwood,4886
0,1,314,great,5,2184,east_elmwood,2184
2,1,882,good,12,3382,west_welmwood,3382
3,2,1056,good,6,4849,west_welmwood,4849
3,2,1072,great,7,5385,east_elmwood,5385
0,1,154,good,1,1536,west_welmwood,1536
1,1,612,poor,48,1668,northwest,1574.592
0,1,201,good,7,1539,west_welmwood,1539
2,1,540,good,10,3068,west_welmwood,3068
3,2,1088,good,13,4829,west_welmwood,4829
3,2,804,great,12,5012,east_elmwood,5012
3,2,904,good,12,4659,west_welmwood,4659
1,1,600,good,8,1992,west_welmwood,1992
2,1,614,great,7,3612,east_elmwood,3612
0,1,197,good,9,1472,west_welmwood,1472
1,1,544,poor,24,1838,northwest,1823.296
2,1,551,good,8,3079,west_welmwood,3079
1,1,560,good,4,2067,west_welmwood,2067
2,1,742,great,12,3692,east_elmwood,3692
0,1,145,good,2,1486,west_welmwood,1486
2,1,830,great,2,3897,east_elmwood,3897
1,1,404,great,4,2348,east_elmwood,2348
0,1,525,poor,57,1321,northwest,1223.246
0,1,142,great,12,1940,east_elmwood,1940
3,2,1088,good,11,4836,west_welmwood,4836
0,1,232,poor,32,1280,northwest,1249.28
2,1,598,poor,41,2780,northwest,2663.24
0,1,199,great,4,2096,east_elmwood,2096
2,1,584,great,6,3607,east_elmwood,3607
3,2,857,good,9,4606,west_welmwood,4606
1,1,530,great,14,2405,east_elmwood,2405
2,1,614,poor,54,2714,northwest,2529.448
0,1,363,good,11,1690,west_welmwood,1690
2,1,649,poor,60,2663,northwest,2449.96
2,1,535,good,9,2996,west_welmwood,2996
3,2,1041,good,12,4744,west_welmwood,4744
2,1,844,poor,53,2908,northwest,2716.072
2,1,576,poor,64,2516,northwest,2294.592
2,1,872,good,5,3402,west_welmwood,3402
3,2,1172,good,10,4946,west_welmwood,4946
3,2,874,great,9,5121,east_elmwood,5121
3,2,1217,poor,34,4729,northwest,4596.588
3,2,1220,poor,47,4600,northwest,4351.6
3,2,1123,poor,46,4519,northwest,4284.012
0,1,276,great,5,2095,east_elmwood,2095
2,1,688,good,8,3246,west_welmwood,3246
1,1,577,great,9,2528,east_elmwood,2528
3,2,1232,great,6,5518,east_elmwood,5518
3,2,973,poor,54,4298,northwest,4005.736
1,1,668,poor,36,1815,northwest,1756.92
1,1,711,good,11,2083,west_welmwood,2083
0,1,235,good,14,1478,west_welmwood,1478
3,2,1114,good,14,4836,west_welmwood,4836
2,1,741,great,2,3832,east_elmwood,3832
0,1,210,poor,52,1131,northwest,1058.616
1,1,699,good,0,2162,west_welmwood,2162
1,1,612,poor,33,1771,northwest,1724.954
3,2,978,poor,20,4651,northwest,4651
3,2,1160,poor,28,4737,northwest,4661.208
0,1,103,good,9,1411,west_welmwood,1411
1,1,739,great,9,2698,east_elmwood,2698
1,1,589,poor,18,1948,northwest,1948
0,1,429,great,8,2214,east_elmwood,2214
0,1,399,great,5,2253,east_elmwood,2253
2,1,789,great,1,3920,east_elmwood,3920
3,2,1132,good,14,4820,west_welmwood,4820
2,1,515,good,2,3078,west_welmwood,3078
2,1,936,great,11,3934,east_elmwood,3934
2,1,669,great,14,3633,east_elmwood,3633
1,1,523,great,0,2527,east_elmwood,2527
0,1,192,poor,58,1038,northwest,959.112
0,1,500,poor,50,1448,northwest,1361.12
1,1,615,good,2,2101,west_welmwood,2101
1,1,352,poor,17,1649,northwest,1649
3,2,863,great,11,5108,east_elmwood,5108
2,1,827,good,11,3304,west_welmwood,3304
2,1,799,great,4,3887,east_elmwood,3887
2,1,613,poor,54,2672,northwest,2490.304
2,1,524,good,10,3052,west_welmwood,3052
0,1,307,good,3,1664,west_welmwood,1664
1,1,343,poor,57,1250,northwest,1157.5
0,1,474,great,10,2319,east_elmwood,2319
2,1,803,poor,38,3053,northwest,2943.092
3,2,1168,poor,28,4688,northwest,4612.992
2,1,704,good,6,3234,west_welmwood,3234
3,2,1237,good,2,5104,west_welmwood,5104
3,2,865,good,10,4637,west_welmwood,4637
0,1,268,good,0,1676,west_welmwood,1676
1,1,697,good,2,2146,west_welmwood,2146
1,1,372,good,12,1775,west_welmwood,1775
3,2,904,poor,51,4256,northwest,3992.128
2,1,590,poor,61,2554,northwest,2344.572
1,1,436,good,2,1873,west_welmwood,1873
3,2,845,good,12,4561,west_welmwood,4561
3,2,1059,great,3,5336,east_elmwood,5336
0,1,424,great,14,2177,east_elmwood,2177
1,1,735,good,1,2181,west_welmwood,2181
2,1,698,good,5,3214,west_welmwood,3214
1,1,543,good,10,1984,west_welmwood,1984
2,1,811,poor,45,2921,northwest,2774.95
2,1,623,good,0,3211,west_welmwood,3211
1,1,338,good,14,1709,west_welmwood,1709
2,1,810,great,7,3875,east_elmwood,3875
0,1,466,good,13,1715,west_welmwood,1715
0,1,530,poor,35,1625,northwest,1576.25
2,1,684,good,12,3164,west_welmwood,3164
2,1,780,poor,60,2822,northwest,2596.24
3,2,1241,good,4,5089,west_welmwood,5089
3,2,1039,poor,19,4720,northwest,4720
3,2,866,great,13,5039,east_elmwood,5039
2,1,606,poor,59,2590,northwest,2387.98
3,2,848,poor,58,4103,northwest,3791.172
1,1,463,great,11,2357,east_elmwood,2357
0,1,355,great,6,2189,east_elmwood,2189
3,2,875,good,12,4608,west_welmwood,4608
3,2,1075,good,13,4761,west_welmwood,4761
3,2,915,good,7,4729,west_welmwood,4729
1,1,326,poor,19,1617,northwest,1617
3,2,905,good,1,4709,west_welmwood,4709
0,1,441,great,8,2275,east_elmwood,2275
2,1,748,poor,30,3078,northwest,3016.44
0,1,514,good,3,1835,west_welmwood,1835
0,1,443,poor,40,1410,northwest,1353.6
0,1,207,good,10,1524,west_welmwood,1524
1,1,657,great,9,2579,east_elmwood,2579
2,1,866,poor,45,2988,northwest,2838.6
0,1,221,great,12,1992,east_elmwood,1992
3,2,986,good,1,4785,west_welmwood,4785
2,1,852,poor,54,2881,northwest,2685.092
0,1,176,good,8,1514,west_welmwood,1514
0,1,372,poor,16,1590,northwest,1590
3,2,936,good,2,4740,west_welmwood,4740
3,2,1012,good,12,4721,west_welmwood,4721
0,1,153,poor,28,1260,northwest,1239.84
1,1,515,great,0,2514,east_elmwood,2514
1,1,567,poor,47,1549,northwest,1465.354
1,1,470,great,7,2387,east_elmwood,2387
2,1,633,good,5,3211,west_welmwood,3211
0,1,262,good,10,1549,west_welmwood,1549
0,1,230,great,3,2071,east_elmwood,2071
2,1,601,poor,29,2891,northwest,2838.962
2,1,682,good,5,3189,west_welmwood,3189
1,1,463,great,11,2345,east_elmwood,2345
3,2,1197,poor,44,4649,northwest,4425.848
2,1,925,great,1,4037,east_elmwood,4037
0,1,277,poor,39,1305,northwest,1255.41
3,2,1033,good,2,4852,west_welmwood,4852
3,2,1208,poor,59,4443,northwest,4096.446
0,1,190,good,11,1483,west_welmwood,1483
0,1,483,good,8,1782,west_welmwood,1782
3,2,896,great,11,5111,east_elmwood,5111
3,2,1085,great,3,5399,east_elmwood,5399
2,1,929,poor,48,3098,northwest,2924.512
3,2,804,good,11,4496,west_welmwood,4496
1,1,666,great,2,2652,east_elmwood,2652
0,1,118,great,5,1953,east_elmwood,1953
0,1,230,poor,52,1070,northwest,1001.52
0,1,298,poor,32,1418,northwest,1383.968
0,1,214,poor,29,1329,northwest,1305.078
0,1,525,great,1,2463,east_elmwood,2463
3,2,1241,good,3,5020,west_welmwood,5020
1,1,446,good,11,1822,west_welmwood,1822
2,1,761,great,2,3878,east_elmwood,3878
2,1,615,poor,18,3053,northwest,3053
0,1,189,good,7,1500,west_welmwood,1500
0,1,443,good,9,1738,west_welmwood,1738
0,1,146,poor,64,878,northwest,800.736
2,1,787,poor,35,2989,northwest,2899.33
0,1,356,poor,19,1594,northwest,1594
3,2,1240,good,9,5011,west_welmwood,5011
2,1,720,poor,28,3088,northwest,3038.592
0,1,379,poor,34,1427,northwest,1387.044
3,2,994,good,13,4675,west_welmwood,4675
3,2,1213,good,12,4952,west_welmwood,4952
0,1,338,good,3,1736,west_welmwood,1736
3,2,919,great,9,5192,east_elmwood,5192
2,1,501,good,9,3054,west_welmwood,3054
1,1,476,good,3,1912,west_welmwood,1912
2,1,577,great,6,3602,east_elmwood,3602
1,1,400,poor,58,1340,northwest,1238.16
3,2,1104,poor,59,4363,northwest,4022.686
2,1,879,poor,16,3359,northwest,3359
1,1,320,good,4,1808,west_welmwood,1808
3,2,1038,great,1,5356,east_elmwood,5356
3,2,884,great,8,5168,east_elmwood,5168
0,1,445,great,6,2307,east_elmwood,2307
2,1,841,poor,38,3096,northwest,2984.544
2,1,704,good,12,3137,west_welmwood,3137
2,1,571,good,11,3035,west_welmwood,3035
3,2,1145,poor,59,4396,northwest,4053.112
2,1,787,good,7,3317,west_welmwood,3317
3,2,862,good,12,4626,west_welmwood,4626
2,1,789,poor,52,2838,northwest,2656.368
0,1,465,good,7,1809,west_welmwood,1809
0,1,390,poor,30,1451,northwest,1421.98
0,1,374,good,14,1683,west_welmwood,1683
2,1,518,poor,43,2723,northwest,2597.742
0,1,328,great,1,2224,east_elmwood,2224
3,2,1227,great,12,5497,east_elmwood,5497
3,2,873,good,6,4672,west_welmwood,4672
3,2,1236,good,9,5010,west_welmwood,5010
0,1,294,great,7,2162,east_elmwood,2162
3,2,801,poor,55,4114,northwest,3826.02
0,1,522,poor,44,1514,northwest,1441.328
3,2,940,poor,39,4446,northwest,4277.052
1,1,501,great,0,2485,east_elmwood,2485
3,2,867,poor,49,4232,northwest,3986.544
3,2,1156,poor,26,4697,northwest,4640.636
1,1,669,good,8,2065,west_welmwood,2065
3,2,853,poor,53,4126,northwest,3853.684
2,1,786,poor,52,2862,northwest,2678.832
0,1,306,good,5,1687,west_welmwood,1687
0,1,525,good,12,1781,west_welmwood,1781
0,1,400,good,3,1732,west_welmwood,1732
1,1,329,poor,61,1186,northwest,1088.748
0,1,474,good,11,1723,west_welmwood,1723
1,1,698,poor,27,1949,northwest,1921.714
2,1,914,good,5,3414,west_welmwood,3414
1,1,712,poor,61,1626,northwest,1492.668
2,1,541,great,3,3614,east_elmwood,3614
1,1,397,good,13,1798,west_welmwood,1798
3,2,1137,good,7,4908,west_welmwood,4908
3,2,859,poor,56,4118,northwest,3821.504
1,1,532,good,0,1982,west_welmwood,1982
2,1,525,poor,37,2731,northwest,2638.146
3,2,870,poor,61,4098,northwest,3761.964
2,1,677,poor,31,2978,northwest,2912.484
2,1,873,good,5,3399,west_welmwood,3399
3,2,824,good,12,4510,west_welmwood,4510
0,1,347,poor,36,1365,northwest,1321.32
3,2,1215,great,0,5580,east_elmwood,5580
0,1,201,good,1,1548,west_welmwood,1548
2,1,590,poor,18,3026,northwest,3026
2,1,540,good,12,2970,west_welmwood,2970
3,2,960,good,11,4696,west_welmwood,4696
0,1,417,good,7,1794,west_welmwood,1794
3,2,962,great,0,5270,east_elmwood,5270
1,1,513,good,14,1858,west_welmwood,1858
2,1,621,good,8,3169,west_welmwood,3169
2,1,612,poor,27,2919,northwest,2878.134
1,1,522,great,11,2368,east_elmwood,2368
3,2,1178,good,0,5045,west_welmwood,5045
3,2,935,great,10,5137,east_elmwood,5137
1,1,692,great,10,2570,east_elmwood,2570
0,1,504,poor,28,1650,northwest,1623.6
3,2,1058,poor,56,4393,northwest,4076.704
0,1,112,good,14,1336,west_welmwood,1336
0,1,396,great,0,2256,east_elmwood,2256
1,1,744,great,3,2692,east_elmwood,2692
2,1,715,poor,50,2783,northwest,2616.02
3,2,1077,great,4,5369,east_elmwood,5369
3,2,883,poor,47,4249,northwest,4019.554
3,2,1056,good,4,4887,west_welmwood,4887
0,1,425,good,12,1663,west_welmwood,1663
1,1,602,good,4,2082,west_welmwood,2082
1,1,642,great,3,2564,east_elmwood,2564
1,1,351,poor,51,1365,northwest,1280.37
1,1,674,poor,39,1758,northwest,1691.196
3,2,1039,good,7,4858,west_welmwood,4858
1,1,528,poor,37,1635,northwest,1579.41
2,1,627,poor,42,2791,northwest,2668.196
0,1,305,poor,40,1265,northwest,1214.4
1,1,645,good,0,2097,west_welmwood,2097
3,2,1074,good,5,4857,west_welmwood,4857
1,1,536,poor,17,1836,northwest,1836
0,1,313,good,8,1617,west_welmwood,1617
1,1,532,great,6,2440,east_elmwood,2440
3,2,983,good,13,4746,west_welmwood,4746
3,2,1075,great,5,5398,east_elmwood,5398
2,1,558,good,1,3175,west_welmwood,3175
1,1,664,good,6,2145,west_welmwood,2145
2,1,813,good,2,3399,west_welmwood,3399
2,1,635,poor,25,3028,northwest,2997.72
3,2,1029,great,4,5297,east_elmwood,5297
0,1,137,great,3,2009,east_elmwood,2009
1,1,372,poor,15,1723,northwest,1723
0,1,512,poor,58,1371,northwest,1266.804
3,2,1086,good,7,4880,west_welmwood,4880
2,1,919,great,4,3951,east_elmwood,3951
0,1,401,poor,59,1238,northwest,1141.436
1,1,495,poor,57,1378,northwest,1276.028
1,1,462,good,10,1910,west_welmwood,1910
1,1,714,poor,55,1616,northwest,1502.88
1,1,458,good,6,1879,west_welmwood,1879
1,1,460,good,2,1922,west_welmwood,1922
2,1,889,poor,20,3308,northwest,3308
1,1,658,poor,37,1739,northwest,1679.874
1,1,696,poor,61,1544,northwest,1417.392
0,1,357,poor,46,1294,northwest,1226.712
3,2,1131,poor,18,4839,northwest,4839
2,1,845,poor,34,3151,northwest,3062.772
0,1,377,good,12,1686,west_welmwood,1686
0,1,464,great,12,2259,east_elmwood,2259
3,2,1131,good,11,4873,west_welmwood,4873
0,1,297,poor,27,1411,northwest,1391.246
1,1,578,poor,57,1474,northwest,1364.924
3,2,1036,good,0,4891,west_welmwood,4891
3,2,1026,great,13,5220,east_elmwood,5220
2,1,837,poor,49,2923,northwest,2753.466
2,1,803,good,5,3384,west_welmwood,3384
3,2,875,great,5,5213,east_elmwood,5213
3,2,1000,good,8,4787,west_welmwood,4787
3,2,842,good,4,4701,west_welmwood,4701
3,2,1138,poor,21,4819,northwest,4809.362
1,1,623,great,14,2476,east_elmwood,2476
2,1,904,poor,25,3289,northwest,3256.11
2,1,900,great,2,3976,east_elmwood,3976
0,1,533,poor,48,1480,northwest,1397.12
0,1,507,great,3,2426,east_elmwood,2426
2,1,764,great,12,3706,east_elmwood,3706
2,1,570,good,13,3066,west_welmwood,3066
3,2,1218,good,12,4926,west_welmwood,4926
2,1,686,good,4,3226,west_welmwood,3226
1,1,708,great,5,2655,east_elmwood,2655
3,2,985,poor,54,4296,northwest,4003.872
1,1,346,poor,52,1304,northwest,1220.544
2,1,743,great,0,3847,east_elmwood,3847
0,1,144,great,0,2067,east_elmwood,2067
3,2,921,poor,21,4569,northwest,4559.862
2,1,520,poor,43,2665,northwest,2542.41
2,1,762,good,14,3181,west_welmwood,3181
3,2,1180,poor,47,4574,northwest,4327.004
3,2,1246,poor,15,4923,northwest,4923
3,2,1127,good,8,4910,west_welmwood,4910
1,1,588,good,7,2015,west_welmwood,2015
2,1,906,good,12,3393,west_welmwood,3393
2,1,738,poor,57,2759,northwest,2554.834
2,1,557,good,8,3118,west_welmwood,3118
2,1,644,good,6,3203,west_welmwood,3203
0,1,517,great,13,2293,east_elmwood,2293
3,2,869,great,11,5135,east_elmwood,5135
1,1,624,poor,41,1727,northwest,1654.466
0,1,126,poor,21,1348,northwest,1345.304
2,1,840,good,0,3404,west_welmwood,3404
1,1,428,good,9,1816,west_welmwood,1816
2,1,689,poor,28,3040,northwest,2991.36
1,1,470,good,7,1892,west_welmwood,1892
0,1,238,great,11,2041,east_elmwood,2041
1,1,461,good,8,1857,west_welmwood,1857
2,1,548,great,3,3659,east_elmwood,3659
1,1,570,poor,48,1635,northwest,1543.44
0,1,515,poor,37,1528,northwest,1476.048
1,1,411,good,10,1782,west_welmwood,1782
0,1,246,poor,57,1066,northwest,987.116
2,1,859,good,0,3418,west_welmwood,3418
3,2,971,good,10,4705,west_welmwood,4705
2,1,549,good,4,3158,west_welmwood,3158
