unique_id,airline_name,overall_rating,review_title,review_date,verified,review,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,wifi_connectivity,value_for_money,recommended
777,Lion Air,10,"""Good airline for a budget flyer""",24th April 2020,True,"I was going with Lion Air on 17th April 2020. As usual, fast check in and punctual both departures and arrival.  Got a window seat on a 737-800 at 15F. The flight went smoothly and it was my first flight with Lion air having a flight entertainment. It uses air-Fi but still in a limited service for playing games and watching film only and couldn't browse from search engine like chrome. I wished they improve more so we can operate your internet browser and social media when in flight. The flight took me on time at arrival airport. Good airline for a budget flyer.",Boeing 737-800,Solo Leisure,Economy Class,Semarang to Batam,Apr-20,5,5,3,4,3,4,5,yes
778,SilkAir,1,"""not recommend this airline""",11th January 2020,True,"Singapore to Cairns. I would not recommend this airline. What a disappointment considering they are affiliated to Singapore Airlines which are great. Firstly the seating feels the way it looks. Must be the worst looking interior, old badly maintained (seat pockets were broken on both flights), the seats were super uncomfortable, the food was terrible and the flights were late on both occasions. Silk Air will not see me again.",Boeing 737-800,Family Leisure,Economy Class,Singapore to Cairns,Jan-20,1,2,1,2,1,1,2,no
779,Turkish Airlines,10,"""comfortable and enjoyable experience""",14th May 2023,True,"What a wonderful experience with Turkish Airlines! Got to fly their new Business Class on the A350-900, and it was a really comfortable and enjoyable experience. The staff were quite welcoming and warm (though, I must admit, during the flight, it was hard to get their attention, and I don't like using the flight attendant call button). The in-flight entertainment was excellent, lots of choice of movies and music, and there was plenty of space (and privacy) in the new pod to rest as well as work comfortably. The food on TK has consistently been excellent, and this flight was no exception; it was truly a feast on board, with so many courses for the main meal after take off, and a fulfilling breakfast just before landing. A wide variety of options, and a very",A359,Business,Business Class,Singapore to Istanbul,Apr-23,5,4,5,5,5,3,5,yes
780,SilkAir,9,"""Pretty decent flight""",25th February 2020,True,"Singapore to Davao. Pretty decent flight with a very well organized crew! Happy to serve and with a smile from crew members. The style of the seats is a bit old fashioned (color of the seats). There is no entertainment on the plane but you can connect to the WiFi and get the movies on your device, but only if you have the SilkAir app! Silk air should let us know in advance before you get a 5:30h flight.",A320,Couple Leisure,Economy Class,Singapore to Davao,Feb-20,3,5,5,4,1,1,4,yes
781,Turkish Airlines,7,"""good product for long haul fights""",10th May 2023,False,"I flew on Business class on Turkish Airlines for a roundtrip flight to Bali, Indonesia from Montreal Canada with a connection in Istanbul, turkey. The aircrafts were an Airbus A350 and a Boeing 787 which were nice, spacious and seem in a good condition. The seats had plenty of legroom and space to have a pleasant trip specially on long flights but are similar to other major airlines. One issue about the business class seats is that we can't see from the windows because of the seat conception which is inconvenient for a lot of passengers. The flight attendants were not very service oriented and did not seem very friendly. Usually the crew start to take the meal orders before the plane pushes back but on my last leg they did it once the plane",A350 / Boeing 787,Solo Leisure,Business Class,Montreal to Denpasar via Istanbul,Apr-23,4,2,4,4,4,4,4,yes
782,Singapore Airlines,7,"""In-flight service was quite nice""",27th June 2023,True,"I was supposed to fly on SQ25 to Singapore via Frankfurt. The flight was canceled after we are at the gate for 4 hours past the departure time without any explanation. Being flown with SQ for many times, I suspect this had to do with JFK rather than the airline. However, they should still bear the responsibility for addressing to their customers. We were rebooked to the non-stop SQ23 to Singapore the following day. We ended up on the A350-900XLR, which was quite nice, but I still prefer their A380. Due to the flight change, we did not get our book the cook meals. In-flight service was quite nice as expected from SQ.",A350-900XLR,Family Leisure,Business Class,New York to Singapore,Apr-23,5,5,4,2,4,4,5,yes
783,Olympic Air,10,"""All Covid measures applied""",9th November 2020,False,Chios to Athens. Nice flight. Economical ticket. All Covid measures applied. Friendly staff. Gave us a treat. Professionalism. Arrived earlier than scheduled. Punctual and always with a smile. Will certainly fly with Olympic Air again.,Bombardier Q400,Solo Leisure,Economy Class,Chios to Athens,May-20,5,5,5,5,5,4,5,yes
784,Turkish Airlines,3,"""horrible service on the plane""",5th May 2023,False,Leaving New York 2 hours late horrible service on the plane. Really hot air conditioning. They don't give you water. Really old airplane. Then arrive too late for my connecting flight and they give you an flight the next day without any commodities. Will never fly this airline again and will pay more to fly with other airlines. Never again. Very uncomfortable seats.,Boeing 777,Couple Leisure,Economy Class,New York to Belgrade via Istanbul,May-23,1,1,1,1,1,1,5,no
785,Air Tahiti Nui,3,"""we must respect distancing, it is just impossible""",30th October 2020,True,"Food: the food from a quality standpoint, from Tahiti to Paris, had nothing to do with being in Business Class. Seat comfort: having selected a six abreast configuration on an ultra long haul flight it is just a no sense choice. I was lucky enough to be seated on an aisle seat but for outboard PAX on LH & RH side, it is just a headache to get access to the aisle. This seat does not have enough personal belongings storage and feet area is just to narrow to have a great sleeping position. Lavatory: the airline decided to lock the forward lavatory exclusively to crew. It means 30 PC PAX + 30 PYC PAX are sharing only two Lav's near door 2. During these times when we must respect distancing, it is just impossible.",Boeing 787-9,Business,Business Class,Papeete to Paris via Vancouver,Oct-20,1,4,1,2,3,1,1,no
786,Turkish Airlines,4,"""We had an average experience",2nd May 2023,True,We had an average experience with Turkish Airlines on April 22. We were disappointed that we could not upgrade our seats to Business Class. The legroom in the A321 economy seats were very uncomfortable for a 6 hour journey. We tried to reach out to the call centre in Istanbul to request for an upgrade to Business Class as the flight was an overnight flight between Istanbul and Abu Dhabi. Their customer service was quite awful and would likely will not choose to fly with Turkish Airlines again.,A321,Business,Economy Class,Nice to Abu Dhabi via Istanbul,Apr-23,1,4,4,3,4,1,1,no
787,Caribbean Airlines,10,"""Staff was very welcoming""",13th May 2023,False,I traveled with Caribbean airlines flying out of Toronto Canada into Trinidad and Tobago. I haven't flown with this airline in about twenty years. I must say I was totally happy with the service they provided. Staff was very welcoming. The pilot was amazing with the way he took of and landed . I was very hesitant about flying with them because of what negative reviews and experiences I heard. Thanks for making my trip a great one to the team and staff at Caribbean airlines.,Boeing 737,Solo Leisure,Economy Class,Toronto to Port of Spain,Apr-23,4,5,5,5,5,5,4,yes
788,Turkish Airlines,4,"""The crew couldn’t communicate clearly""",29th April 2023,True,"We flew with a family of (5) from SEA-IST-LHR (RT) in business class. The food and beverage service was tiny portions. The crew couldn’t communicate clearly and after serving the food and beverages did not came back to ask for water, tea or coffee. The 11 hr flight from SEA-IST was boring. The internet service was slow. We had a 10 hr layover on our return flight from LHR-SEA and when asked to use their business suite in IST we were told that thy only give room suites if the lay over is less than 9 hrs.",Boeing 787-900,Family Leisure,Business Class,Seattle to Istanbul to London Heathrow,Apr-23,3,2,2,2,1,1,2,no
789,FlySafair,1,"""I felt robbed""",28th December 2020,True,"Johannesburg to Cape Town. The worst customer service ever, I was made to pay for a 7kg hand bag. This is the hand bag that I always travel with and no one bothered to explain how on earth my bag was charged without measuring it. I felt robbed and still want my refund.",Boeing 747,Solo Leisure,Economy Class,Johannesburg to Cape Town,Dec-20,1,1,1,1,1,1,1,no
790,Oman Air,1,"""Customer service is appealing bad""",25th July 2022,False,London to Zanzibar via Muscat. They changed my flight and lied about giving me a hotel in a 20 hour layover. Customer service is appealing bad and has been equipped to disappoint you. They have a poor Web form to send feedback that don't work.,Boeing 787,Couple Leisure,Economy Class,London to Zanzibar via Muscat,Jul-22,1,3,2,1,1,1,1,no
791,Singapore Airlines,5,"""Worst business class seats""",16th June 2023,True,Worst business class seats. Why does SQ still have business class seats where the place to put your feet is not in line with the rest of your body? And the transition from bed to sitting is NOT a button push. Rather: Get out of seat. Flip seat with handles. Get back into seat/bed.,A350,Couple Leisure,Business Class,Manchester to Singapore,Jun-23,1,4,4,5,5,5,3,no
792,Caribbean Airlines,9,"""my trip exceeded expectations""",22nd June 2022,True,"Was originally due to travel in March 2022, but, tested positive for Covid19. Caribbean Airlines differed my ticket to a later date, at no cost. When I was ready to fly in May 2022, the call centre was able to rebook quite simply. I used the opportunity to upgrade my ticket to Business Class which the agent did over the phone, simple transaction. I use the APP for all my Flight Management with regard to seats, meal requests etc.. BW600/26JUN POS/YYZ operated on-time. It was my first time using the new B737 MAX8 and was really impressed with the comfort of the cabin. The ergonomics of the seat made for a super comfortable 6hr flight. The IFE is a big improvement on this aircraft and the aesthetic of the cabin is also very mod looking.",Boeing 737 MAX8,Solo Leisure,Business Class,Port of Spain to Toronto,Jun-22,5,5,5,4,5,3,4,yes
793,Singapore Airlines,9,"""really nice for a sub 2-hour flight""",27th June 2023,True,"The Silver Kris Lounge at SIN T3 was big and nice. However, finding good seating during peak time was still challenging. The lounge offered good selection of food including Western, Chinese and local options. The flight was on SQ regional A350-900, which has similar flatbed seats as other premium airlines' long-haul equipment. That was really nice for a sub 2-hour flight. In-flight food service was very nice for such a short flight.",A350-900,Family Leisure,Business Class,Singapore to Ho Chi Minh,Apr-23,5,5,4,5,4,4,5,yes
794,British Airways,1,"""customer service was horrendous""",6th June 2023,False,"May 3, flew from Seattle to Heathrow then to Edinburgh. BA lost my golf bag which caused me to purchase golf shoes, club rentals, tees, balls. I had tee times at two courses in St. Andrews that took months to make. The promised my bag returned in 24 hours and they would reimburse occurred expenses. I contacted BA and they state they would only reimburse toiletries. Then the return flight home was randomly canceled by BA without notifying me or without notice two weeks before the scheduled flight. I contacted the corporate travel team, they informed me BA, canceled my return reservation. They rebooked me on the same flight. BA customer service was horrendous and make false promises. I will never use this airlines again. Beware of British Airways. They also randomly canceled my girlfriend",Boeing 777,Business,Economy Class,Seattle to Edinburgh via Heathrow,May-23,2,4,4,2,4,1,2,no
795,Jazeera Airways,1,"""I'll never fly them again""",28th July 2019,True,"Flight to Cairo yesterday was delayed by 5 hours. Flight to Kuwait today was delayed by 6 hours. They never inform you of the delays, despite having my email and mobile. Flew one leg with my mother, who is 90. They made me pay for a wheelchair for her, and then I had to push it myself because their employee never showed up. My business class seat was broken and wouldn't recline. My attempts to express my concerns to the airline officials fell on deaf ears, they simply couldn't care less. Based on my first hand experience, I would advise any self respecting traveller to avoid this airline. I'll never fly them again.",A320,Family Leisure,Business Class,Kuwait to Cairo,Jul-19,1,4,2,1,1,1,1,no
796,Air Transat,3,"""overall Air Transat experience was pretty lacklustre""",20th June 2022,True,"While the staff on this flight were fine, the aircraft and overall Air Transat experience were pretty lacklustre. The plane felt extremely tired and dated - no screens, the USB outlets didn’t work (apparently this was the case for the whole flight), the beverage options were tiny and the inflight entertainment system worked for all of 5 minutes, and then stopped. They charged $11 for headphones, which people were unable to use due to there being no TVs, etc. This was a completely different experience from our other flight with Air Canada, who had USB A and USB C outlets, as well as standard AC outlets, had the screens with a bunch of entertainment options (movies, shows, maps), the drinks were standard size drinks (ie, a full soda can) We’ll definitely avoid flying Air Transat",A231CEO,Family Leisure,Economy Class,Vancouver to Montreal,Jun-22,4,4,2,2,1,1,2,no
797,Air Madagascar,1,"""wouldn't recommend to fly them""",11th November 2015,False,"We flew Air Madagascar from Paris to Antananarivo return in economy class in November 2015. Our initial flight from Paris was cancelled without any notification. After checking my booking online (it always worth checking if you fly with Air Madagascar) we realised that we were supposed to fly 3 days later, although Air Madagascar didn't ask if this would be suitable for us. We tried to contact them by email, phone and we even went to the customer service desk in Charles de Gaulle Airport - no one was there to help us. Their customer service doesn't exist. After few days of attempts our tour operator in Madagascar was lucky to get in touch with them locally. We asked at least to move our return flight so we can stay in Madagascar as many days",A340,Couple Leisure,Economy Class,Paris to Antananarivo,Nov-15,1,1,1,1,1,1,1,no
798,Garuda Indonesia,10,"""outstanding on our flight""",23rd June 2023,True,"My family and I flew on Garuda Indonesia on GA088 from Jakarta to Amsterdam in June 2023. On arrival at Jakarta Terminal-3 the Garuda ground support team were waiting to help and assist us with our luggage and check-in. After checking in we were escorted through immigration and into the lounge. Drinks, snacks, and full pre-boarding menu was available . When it time came for boarding, we were escorted to the aircraft. After takeoff, the chef provided us with a very good selection of meals, when the food arrived as each meal was prepared by the Chef onboard it was very well presented and tasted even better. We had two full meals onboard additionally the cabin crew were available throughout the flight offering snacks and hot and cold drinks. The First-Class cabin is very comfortable",Boeing 777-300-ER,Family Leisure,First Class,Jakarta to Amsterdam,Jun-23,5,5,5,5,5,5,5,yes
799,Lufthansa,10,"""wonderful welcoming crew""",28th April 2023,False,"I feel more like telling others of positive experience. And my Lufthansa's flight from Madrid to München/Munich 26. April was a very good experience. A brand new, very clean aircraft, a wonderful welcoming crew - and above all, a very good, hot meal (I chose chicken breast). I'm impressed - this was only a two hours flight. Good wines.",A321,Solo Leisure,Business Class,Madrid to Munich,Apr-23,4,5,5,4,3,3,5,yes
800,Vietnam Airlines,1,""" cabin layout is terrible""",16th May 2023,True,"I did 3 separate flights. SIN - SGN - CXR - CXR - SGN. Checking in was ok, boarding the aircraft and disembarking the aircraft is an absolute nightmare, on board cabin layout is terrible, service below average, getting answers from staff members is non existent. Calling and emailing Vietnam airline office to claim missing miles is a horrible experience do not ever consider using LOTUS MILES, this is the worst frequent flyer program available.",A321,Business,Economy Class,Camn Ranh to Ho chi Minh City,Apr-23,1,1,1,1,1,1,2,no
801,China Airlines,2,"""the flight is canceled""",22nd August 2018,True,"Vancouver to Taipei. Flight original schedule to depart at 2:20 am and due to mechanic failure, it was announced to delayed to 5:00am. At 5am on Aug 5, it was announced, it will further delay to 8:00am. At, 8:30am, China airlines announce they can not fix the problem and the flight is canceled. 5 hours of delay and only CAD$15 meal voucher provided. After 8:30am, I was arranged another flight in the next day 2:20 am. After that, no meal, no accommodations, no transportation, is arranged. Ground staff orally mention the compensation will be done while landing in Taipei. but it never happen. Complaint in Taiwan China Airline office. No compensation and verbally apology.",A350,Business,Business Class,Vancouver to Taipei,Aug-18,2,2,1,1,1,1,1,no
802,Lufthansa,9,"""the trip was really good""",19th April 2023,True,"I took a return trip from PL to US this April and the crew was amazing. On the way there I had to call them to come as I had a problem with a passenger behind me - crazy woman who had three seats to herself but wouldn’t let me recline when I tried to, the crew came and helped me deal with that. On the way back the crew were smiling and very helpful. The food was good on the way to USA, worse on the way from USA but I’ve been traveling there for almost 20 years and that is always the case. Overall the trip was really good. Only tiny complain I would have is there space is little small on the A350.",A350,Couple Leisure,Economy Class,Newark to Munich,Apr-23,3,5,4,5,5,5,5,yes
803,Skymark Airlines,10,"""best budget airline I've flown with""",10th February 2017,False,"Flew with this airline today from Sapporo to Kobe and the leg room was larger than most airlines I've flown with and the service was impecable. For a budget airline, it included 20kg luggage as well as a complimentary small snack and coffee during flight. I however purchased a Coke and Soup for 200 yen (approx $2.50 AUD). Unlike most Australian airlines, the cabin crew remained inside the cabin for the majority of the flight, making sure everyone was okay and at one stage offering lollies to any needy sweet-tooth pax. I'd fly with them again and can safely say they were the best budget airline I've flown with.",Boeing 737,Couple Leisure,Economy Class,Sapporo to Kobe,Feb-17,5,5,4,5,1,1,5,yes
804,China Eastern Airlines,1,"""worst airline I have ever flown with""",23rd July 2023,True,"This was the worst airline I have ever flown with. We went from Auckland to London via Shanghai and returned the same route. On two out of the four flight out onboard entertainment did not work, so we had no entertainment whatsoever. The airline staff did not seem to care and said there’s nothing they can do. They also ran out of meals as we were in the back of the plane and so gave us tasteless vegetable with dry rice. On the flights where we did have onboard entertainment, they only had a handful of old movies of which we had seen most years ago already. The table tray was also broken on one flight so the food kept sliding off and the window shutter was filthy.",A333,Couple Leisure,Economy Class,London to Auckland via Shanghai,Jul-23,1,1,1,2,1,1,3,no
805,Norwegian,1,"""they refused to provide a refund""",5th July 2023,True,"The complaint concerns the booking system with Norwegian Airlines. The issue is the option for baggage in the hold. It must be noted we are fully familiar with modern on-line booking systems and e-tickets. At no point did we order 2 suitcases for the hold. We contacted customer service and they refused to provide a refund and informed us those were the rules. This equated to an additional €50 on top of our flight cost with no possible recourse. I wonder if hackers have manipulated their booking system to help jack-up company revenues. On this basis I would recommend people to be very careful when booking with Norwegian and take note that sometimes ""Possession is 9 tenths of the Law"".",Boeing 737,Family Leisure,Economy Class,Manchester to Copenhagen,Jul-23,1,1,1,1,1,1,1,no
806,Vietnam Airlines,1,"""Customer service is absolutely atrocious""",1st January 2023,True,"The ultimate trip from hell, courtesy of Vietnam Airlines. I will NEVER fly or recommend them again. Why? Due to “operational reasons”, my flight from SYD arrived 3 hours late and I would likely miss my connecting flight. VA informed me of this and asked me to email them. I did and suggested an easy alternative (depart SYD 2 days later instead of adding a 24h layover in Hanoi). They finally responded by email - and didn’t give me what I wanted. Instead, they intentionally added 24h layover. At Sydney airport, staff were not able to change this, not able to check my luggage through, not willing to upgrade me, not prepared to provide any information about what I would do in HAN for 24h or where I would be staying. Upon arrival in HAN,",A350-900,Solo Leisure,Premium Economy,Sydney to Hanoi,Dec-22,3,4,2,1,1,1,1,no
807,China Eastern Airlines,8,"""The seats are quite spacious, very good""",5th February 2021,True,"China Eastern Airlines is the best service company among the three major airlines (Air China, China Eastern and China Southern). In the airport, China Eastern has a lot of automatic check-in machines, and there are special tutors, which is very good. There are also few people queuing at the check-in counter. After boarding, the flight attendant service was very good. When I saw that I was sweating, I took the initiative to pour ice water for me. I already took the paper towel (yes, I was in economy class). The cabin entertainment system had a small TV, but there was no WiFi. This is not good. The distance between the seats is large enough, and the seats can be adjusted at a large angle. The seats are quite spacious, very good. The bathroom is clean.",A321-200,Solo Leisure,Economy Class,Beijing to Luoyang,Aug-20,4,5,4,5,4,1,5,yes
808,Vietnam Airlines,8,"""All journeys were consistently good""",9th December 2022,True,"I flew five journeys with Vietnam Airlines over a period of three weeks, visiting Vietnam from the UK: two international flights (UK - Vietnam & return) and three domestic within Vietnam. All journeys were consistently good, with some features excellent. I booked direct with the company and got a competitive deal, cash sale no points used. Booking process fine, only issue was a necessary & understandable re routing to avoid Russia/Ukraine/Afghanistan airspace which meant a change to connecting domestic flight times. I was given a week's notice of this but had to call their customer service in Vietnam from the UK to rearrange, which was handled well but was an expensive international call. Airport check in all very good, Premium Economy has fast track check in with this airline, with staff polite and eager to",Boeing 787-9,Solo Leisure,Premium Economy,London Heathrow to Hanoi via Ho Chi Minh City,Dec-22,5,5,4,4,2,1,3,yes
809,China Eastern Airlines,3,"""definitely the last time""",23rd February 2020,False,New York to Shanghai. We re-booked on China Eastern as our original flight with United Airlines was cancelled due to the ongoing issue in China. We paid extra about 90USD / seat to get an emergency exit seat. Once boarded the aircraft I found that the seat was broken. I changed to another one as our row was not fully booked. No blankets and no pillows available even on request. Once airborne I found that the screen could not be turn out from the seat. But even if it would be there were no ear sets provided at all. My wife was watching movies reading the subtitles. For the food I can't give any comments as neither I nor my wife have tried it but I found it very funny that they serve breakfast at,Boeing 777-300ER,Family Leisure,Economy Class,New York to Shanghai,Feb-20,1,2,1,3,1,1,3,no
810,Vietnam Airlines,8,"""service is good if not 5 star""",24th September 2022,True,"Good flight and on time both out and back. Good clean airplane with nice, caring crew. Food is just ok nothing special. Entertainment quite basic same out and back after 3 weeks. Basic old fashioned head sets, not noise cancelling, surprises me on a 787. Seats are quite hard very noticeable on a 13 hour flight but do lie flat. Adequate space. For this airline to compete with middle east and Asian airlines it has a bit to do. If I go to Vietnam again, which I will do I will fly Vietnam Airlines again. Basically no complaints the service is good if not 5 star.",Boeing 787-9,Business,Business Class,London Heathrow to Ho Chi Minh,Aug-22,3,5,3,5,3,3,5,yes
811,China Eastern Airlines,1,"""never fly with this airline again""",26th January 2020,False,"I took 4 flights with China Eastern from Vancouver to Phuket via Nanjing and back to Vancouver from December 28 returning to Vancouver on January 8. Business Class cabin is worn out, very old seats. Cabin crew doesn't speak any english, food is awful. Asked for an extra blanket as I was shivering and they said we don't have, Asking for a stomach pain medicine was a nightmare. They didn't understand a single word I was saying. The captain or anyone from the flight deck did not say a one single word to the passengers during the entire 14 hours in the air. At the end of the flight, once we made it to Nanjing he started circling around for 40 more minute taking turns between descending and climbing again several times, and again not",A330,Solo Leisure,Business Class,Vancouver to Nanjing,Jan-20,1,1,1,1,1,1,1,no
812,Norse Atlantic Airways,10,"""introductory fares were so cheap""",28th October 2022,True,"I was excited to fly Norse. The introductory fares were so cheap that the flight for my family of five came to around the same price as a single return on a direct flight to London with a legacy carrier. We flew MCO to Oslo, spent a night, flew to LON then back through Oslo to MCO two weeks later. The flight was on a brand new aircraft, we did the basic ticket packs, (no food, assigned seating or baggage). I don’t like eating on night flights east, and happy to a la carte on the way back. Flight took off and landed on time, spotlessly clean, good food and entertainment. CEO managing check in on return leg was a nice touch too! My go to for regular MCO - Oslo - LON from now",Boeing 787,Family Leisure,Economy Class,Oslo to Orlando,Jul-22,5,5,5,5,4,4,5,yes
813,SmartLynx Airlines,9,"""one hour flight was excellent""",11th July 2023,False,"I read terrible reviews and I was a bit concerned before boarding today's flight July 10 at 16:30. However, we had a great experience. The A320 was just fine and the service was impeccable. They did not speak Swedish but that was not an issue. The one hour flight was excellent and the Captain calm and absolutely no issues. No inflight entertainment but it was just an hour flight. We were 10 min late taking off from Stockholm Arlanda but we were on time coming into Lulea Kallax. We loved the service and that the two attendants in the front was always smiling and very accommodating. Loved the fact that the staff and pilots greeted us as we left the plane.",AIRBUS 320,Family Leisure,Economy Class,Stockholm to Lulea,Jul-23,4,5,5,5,1,1,5,yes
814,Lufthansa,3,"""became a below average airline""",23rd March 2023,True,"BUD-MUC-MIA: IFE did not work, headheadset is outdated and uncomfortable. Food was below average and for a 10 hour flight after food service they provided only a small bag of crackers. No additional drinks or crackers were avalable in the galley. When asked for more I got another small cracker. MIA-MUC-BUD: IFE touchscreen is a disaster. Booked payed seats and they reseated us for what? IFE did not work on those seats! Only one soft drink service for a 9 hour flight, dinner was average but the morning breakfast was the most disgusting sandwich. Luthansa has definitely became a below average airline.",A340-600,Couple Leisure,Economy Class,Budapest to Miami via Munich,Mar-23,2,2,1,1,1,1,2,no
815,Air Macau,7,Air Macau customer review,21st July 2017,False,"Beijing to Macau. Air Macau is the only one carrier operating 3 daily flights from Beijing to Macau. The aircraft they use on this route is A321. The flight attendants can speak English well, but the service do not have any shining spot. Dinner is provided on this flight, which tastes not too bad. Although the plane delayed for 30min to get airborne, due to traffic of Beijing Airport, the flight made landing 10min earlier than estimated, which surprised me.",A321,Business,Economy Class,Beijing to Macau,Feb-17,4,3,4,4,1,1,4,no
816,Air Macau,1,"""the most unreliable airline""",17th April 2018,True,"Hangzhou to Macau. I have had the misfortune of flying Air Macau numerous times over the past 6 years. On virtually every occasion the flight has been late, often by at least 2 hours. The airline has the annoying habit of boarding passengers first, and only then informing them of the delay, creating a long and frustrating wait on the tarmac. The Macau - Beijing route seems particularly liable to delay, but recently I have travelled on Air Macau to Hangzhou and Nanjing and both flights were 2 hours+ late, with little or no explanation. Air Macau gives the impression that it simply does not care. After many years of international travel, Air Macau is quite simply the most unreliable airline I have ever had the misfortune to fly on.",A319,Business,Economy Class,Hangzhou to Macau,Apr-18,2,2,1,1,1,1,1,no
817,Pegasus Airlines,3,"""a huge amount of frustration""",17th January 2023,True,"It was my first flight after 6 years not flying anywhere. I didn't know the world has changed so hard that they didn't include food and drinks in the ticket price anymore. As you might know, Russian citizens cannot use their bank cards outside Russia due to some restrictions from Europe. So I was carrying some Euro in cash. I bought it in my Moscow bank the day before my trip. How was I supposed to know that all of my money were old Euros and I wouldn't get nor food, neither drink onboard? Seriously, the flight attendant took my 10-euro bill, then another one and returned them to me saying: I am sorry, you get no food and no water for 3.5 hours because your money is old. But what I had really gotten",A320,Solo Leisure,Economy Class,Moscow to Belgrade via Istanbul,Jan-23,1,1,1,1,1,1,1,no
818,Garuda Indonesia,6,"""there were a few passengers moving around the cabin without having a mask on""",29th May 2021,True,"Overjoyed about the chance to fly GA in their A330-900neo (DPS-CGK), few days prior to departure however, the aircraft is changed into B777-300-ER. Check in at GA flight business class always done at its class, a dedicated check in lounge. One concern on flight GA088 to AMS was, there were a few passengers moving around the cabin without having a mask on. What I found worse was when the cabin crews walked past those passengers and did not notice and did not give any warning. Once I thought perhaps those passengers just forgot to have their mask on, but no. Afterwards, I went to the in-charge crews in business class with an angry voice, to address my concern as to why they let such things happen in corona times. Although all GA cabin crews are",Boeing 777-300ER,Business,Business Class,Denpasar to Amsterdam via Jakarta,May-21,4,5,4,5,2,2,4,yes
819,Garuda Indonesia,10,"""Helpful, sincere, friendly and attentive""",29th March 2021,True,"Garuda Indonesia GA89. Second time flying their B777 route AMS-CGK and vise versa. Flying during pandemic doesn't stop the cabin crew to provide their best service as always. Helpful, sincere, friendly and attentive, this is how I describe GA cabin crew. Meals served as always, course by course as if you are experiencing an A'la Carte dining. Unlike other airlines that decided to serve their meals in a box and cut services from usual, but not in GA. Covid-19 measurement is nicely done, all crews wearing mask and hand gloves. There is no unnecessary attributes. Business class lavatories are huge in comparison with KLM's I flew weeks ago. Seats comes in 1-2-1 configurations while many airlines are still on 2-2-2 or even 2-3-2. Social distance is well practiced on board which is the most important",Boeing 777-300ER,Couple Leisure,Business Class,Amsterdam to Jakarta,Mar-21,5,5,5,5,5,5,5,yes
820,Lufthansa,1,"""Legroom in Economy was below minimum""",18th March 2023,True,Legroom in Economy was below minimum. With the Backrest in front of you at the back position you cannot eat or have a tablet on the table.  The seat becomes uncomfortable after 3-4 hours. One snack (vegan Wrap) and one Meal (vegetarian Pasta or Chicken with couscous) was served - Taste was ok. Wine was offered free of charge. Crew was not very friendly. Infotainment was good. Lot of movies to decide and an USB-Socket.,A350-900,Family Leisure,Economy Class,Dubai to Munich,Mar-23,1,1,3,2,4,3,2,no
821,Lufthansa,3,"""seating is well below industry standard""",16th March 2023,True,"Business class seating is well below industry standard, finding yourself with feet/legs essentially on your neighbor; wifi doesn’t work, overcrowded lounge in MIA. Left baggage in Frankfurt and would only deliver them next day even if they arrive on a flight 2h later.",Boeing 747,Business,Business Class,Miami to Milan via Frankfurt,Mar-23,1,3,2,2,1,1,2,no
822,Vietnam Airlines,4,"""stop raising their voice""",21st January 2021,True,"Cabin Crew attitude is hostile and disrespectful. Please train your crew to ask more question, make less order, and stop raising their voice with customer. Say thank you, sorry, and please is a must.",Boeing 787,Business,Economy Class,Tân sơn Nhat to Hanoi,Jan-21,2,1,3,3,4,3,3,no
823,Level,1,"""Poorly organized and poorly managed""",19th July 2023,False,"We had booked a flight on Iberia Website. Boston (BOS) to Barcelona (BCN) Everything about the booking seemed normal until we saw some fine print. Although Iberia booked our flight, the actual flight would be on Level Airways, which is a subsidiary of Iberia Airways. We've flown Iberia before and had no issues, a very good airline. We assumed that this would a good flight as well. Well, we couldn't be further from the truth, with that statement. Boarding was a bit confusing, yet they did get that sorted. Our flight had taken off with a slight 30-minute delay, due to a mechanical issue that they originally claimed would take a few hours to fix. They were about to take us off the plane, but the captain said that there was no further problem, and",A330,Family Leisure,Economy Class,Boston to Barcelona,Jun-23,2,2,3,3,4,3,2,no
824,flydubai,2,"""the rudest cabin staff ever""",23rd February 2023,False,"Totally useless airline by all means, ground staff are so unreasonable and never helpful, onboard the aircraft I faced the rudest cabin staff ever. Seat was so uncomfortable, to pass time I bought a headset to watch TV or music, I got the headset one and a half hours after I asked for it. On top of this when I asked why the cabin crew answered in a very rude way, I was astonished how an airline would hire this kind of ill-mannered person.",Boeing 737,Family Leisure,Economy Class,Istanbul to Dubai,Feb-23,1,1,1,1,1,1,2,no
825,Jet2.com,7,"""the crew on board were extremely nice""",16th February 2020,False,"Had a return flight from Rome to Manchester. The seats were very nice, covered in leather and had a lot of legroom. The seat was comfortable and the crew on board were extremely nice. However, the window blind could not be shut so I had the sun in my face the whole time. It was slightly distracting but I could live with it.",Boeing 737-800,Family Leisure,Economy Class,Rome Fiumicino to Manchester,Feb-20,5,5,3,4,3,2,5,yes
